R[kpc] Vrot[km/s] e_Vrot[km/s] Sigma_gas[Msun/kpc2] e_Sigma_gas[Msun/kpc2] Sigma_SFR[Msun/yr/kpc2] e_Sigma_SFR[Msun/yr/kpc2]
2.030300000000000082e+01 2.994739999999999895e+02 8.449500000000000455e+00 3.735023999999999534e+06 1.276526130530948285e+06 3.554971709762449366e-05 1.325408435197924755e-05
2.071300000000000097e+01 3.005529999999999973e+02 9.561999999999999389e+00 3.873157000000000000e+06 1.245451979349572444e+06 2.962270707160432928e-05 6.426618370874941784e-06
2.112300000000000111e+01 3.008640000000000327e+02 7.700999999999999623e+00 3.950519000000000466e+06 1.313815111948599806e+06 3.454780488978381048e-05 3.533788540474719918e-06
2.153400000000000247e+01 2.997950000000000159e+02 8.375000000000000000e+00 3.982162000000000000e+06 1.320029942184875486e+06 2.893940589035818762e-05 3.222987643297158279e-06
2.194400000000000261e+01 2.987909999999999968e+02 8.610500000000000043e+00 3.996730999999999534e+06 1.322515874279385665e+06 2.651114270522163672e-05 2.527443260295207022e-06
2.235399999999999920e+01 2.999110000000000014e+02 8.261499999999999844e+00 3.881697000000000000e+06 1.331216636610171292e+06 2.839929615024343467e-05 3.641040456005878579e-06
2.276399999999999935e+01 3.007780000000000200e+02 9.256999999999999673e+00 3.753920000000000000e+06 1.413252395729005337e+06 2.796944753224656142e-05 7.212357690365844769e-06
2.317399999999999949e+01 3.014370000000000118e+02 9.759499999999999176e+00 3.745056000000000000e+06 1.484101460422544042e+06 2.728884925322182711e-05 6.558064828761900888e-06
2.358399999999999963e+01 3.007370000000000232e+02 1.201449999999999996e+01 3.712014000000000000e+06 1.549978660927062389e+06 2.608037037176269936e-05 4.791852747416161293e-06
2.399500000000000099e+01 3.065179999999999723e+02 1.236050000000000004e+01 3.791306999999999534e+06 1.651901876801977400e+06 2.657346790735234742e-05 3.993879930200820326e-06
2.440500000000000114e+01 3.040960000000000036e+02 1.207649999999999935e+01 3.790514000000000000e+06 1.827160089464940829e+06 3.031652024638345112e-05 6.984296081756246114e-06
2.481500000000000128e+01 3.042500000000000000e+02 1.466949999999999932e+01 3.766126000000000466e+06 1.970101184899273328e+06 2.928430567954715119e-05 4.255171852312142970e-06
2.522500000000000142e+01 3.055799999999999841e+02 1.636349999999999838e+01 3.788196000000000000e+06 1.991231607702609152e+06 3.263148156245674713e-05 7.916498464027486929e-06
2.563500000000000156e+01 2.972110000000000127e+02 1.872500000000000142e+01 3.681651000000000000e+06 2.035978385403791210e+06 3.290758332589094928e-05 5.753754990199624772e-06
2.604500000000000171e+01 2.970409999999999968e+02 2.168949999999999889e+01 3.599787000000000000e+06 2.084454061246738769e+06 nan nan
2.645599999999999952e+01 2.874599999999999795e+02 2.759699999999999775e+01 3.533606000000000000e+06 2.084454061246738769e+06 nan nan
2.686599999999999966e+01 2.920280000000000200e+02 2.623049999999999926e+01 3.392210000000000000e+06 2.167732786412828136e+06 nan nan
2.727599999999999980e+01 2.701630000000000109e+02 3.535450000000000159e+01 3.364626000000000466e+06 2.167732786412828136e+06 2.693671551937683905e-05 0.000000000000000000e+00
2.768599999999999994e+01 2.914909999999999854e+02 3.015900000000000247e+01 3.287422000000000466e+06 2.196321005499694031e+06 2.869744822618114998e-05 1.092798360226844448e-06
2.809600000000000009e+01 2.930440000000000396e+02 2.830399999999999849e+01 3.192972000000000000e+06 2.150331261751256883e+06 0.000000000000000000e+00 0.000000000000000000e+00
2.850600000000000023e+01 2.813999999999999773e+02 1.956050000000000111e+01 3.089444000000000000e+06 2.090668891483013984e+06 0.000000000000000000e+00 0.000000000000000000e+00
2.891600000000000037e+01 2.818820000000000050e+02 2.213150000000000617e+01 3.075923000000000000e+06 2.098126687766544521e+06 0.000000000000000000e+00 0.000000000000000000e+00
2.932699999999999818e+01 2.932719999999999914e+02 3.919300000000000495e+01 3.009497000000000000e+06 1.916653644867305411e+06 0.000000000000000000e+00 0.000000000000000000e+00
2.973699999999999832e+01 2.946630000000000109e+02 3.411050000000000182e+01 2.762788000000000000e+06 1.834617885748471599e+06 0.000000000000000000e+00 0.000000000000000000e+00
3.014699999999999847e+01 2.866409999999999627e+02 3.267499999999999716e+01 2.769315000000000000e+06 1.762525855007678038e+06 0.000000000000000000e+00 0.000000000000000000e+00
3.055699999999999861e+01 2.915280000000000200e+02 2.843449999999999989e+01 2.736350000000000000e+06 1.622070691667855484e+06 0.000000000000000000e+00 0.000000000000000000e+00
3.096699999999999875e+01 2.889619999999999891e+02 1.982100000000000151e+01 2.621002000000000000e+06 1.448055445052147144e+06 0.000000000000000000e+00 0.000000000000000000e+00
3.137699999999999889e+01 2.940980000000000132e+02 1.216000000000000014e+01 2.574492000000000000e+06 1.369748584075078601e+06 0.000000000000000000e+00 0.000000000000000000e+00
3.178800000000000026e+01 2.895020000000000095e+02 1.833599999999999852e+01 2.492546000000000000e+06 1.313815111948599806e+06 0.000000000000000000e+00 0.000000000000000000e+00
3.219800000000000040e+01 2.909649999999999750e+02 1.540450000000000053e+01 2.380399000000000000e+06 1.281497994719968876e+06 0.000000000000000000e+00 0.000000000000000000e+00
3.260800000000000409e+01 2.870149999999999864e+02 1.189150000000000063e+01 2.325673000000000000e+06 1.228050454688000958e+06 0.000000000000000000e+00 0.000000000000000000e+00
3.301800000000000068e+01 2.913070000000000164e+02 1.003149999999999942e+01 2.212065000000000000e+06 1.209405963979175314e+06 0.000000000000000000e+00 0.000000000000000000e+00
3.342800000000000438e+01 2.918990000000000009e+02 7.919999999999999929e+00 2.178099000000000000e+06 1.269068334247417748e+06 0.000000000000000000e+00 0.000000000000000000e+00
3.383800000000000097e+01 2.918640000000000327e+02 8.407499999999998863e+00 2.096823000000000000e+06 1.198219269553879742e+06 0.000000000000000000e+00 0.000000000000000000e+00
3.424900000000000233e+01 2.901320000000000050e+02 1.048400000000000176e+01 1.965841000000000000e+06 1.154715457899952540e+06 0.000000000000000000e+00 0.000000000000000000e+00
3.465899999999999892e+01 2.847529999999999859e+02 1.107300000000000040e+01 1.909574000000000000e+06 1.195733337459369563e+06 0.000000000000000000e+00 0.000000000000000000e+00
3.506900000000000261e+01 2.837830000000000155e+02 9.903499999999999304e+00 1.906073000000000000e+06 1.169631050467013149e+06 0.000000000000000000e+00 0.000000000000000000e+00
3.547899999999999920e+01 2.822259999999999991e+02 1.007600000000000051e+01 1.829472000000000233e+06 1.200705201648389688e+06 0.000000000000000000e+00 0.000000000000000000e+00
3.588900000000000290e+01 2.830869999999999891e+02 8.622500000000000497e+00 1.806856000000000233e+06 1.175845880703288363e+06 0.000000000000000000e+00 0.000000000000000000e+00
3.629899999999999949e+01 2.840790000000000077e+02 6.968500000000001471e+00 1.730607000000000000e+06 1.112454612293280661e+06 0.000000000000000000e+00 0.000000000000000000e+00
3.671000000000000085e+01 2.826870000000000118e+02 6.745000000000000107e+00 1.665318999999999767e+06 1.025446988985425909e+06 0.000000000000000000e+00 0.000000000000000000e+00
3.711999999999999744e+01 2.823540000000000418e+02 7.352000000000000313e+00 1.535087000000000000e+06 9.719994489534585737e+05 0.000000000000000000e+00 0.000000000000000000e+00
3.753000000000000114e+01 2.801610000000000014e+02 6.912000000000000810e+00 1.451531000000000000e+06 8.986644521654098062e+05 0.000000000000000000e+00 0.000000000000000000e+00
3.793999999999999773e+01 2.782400000000000091e+02 7.958999999999999631e+00 1.423277000000000233e+06 8.787769954093284905e+05 0.000000000000000000e+00 0.000000000000000000e+00
3.835000000000000142e+01 2.776949999999999932e+02 9.384999999999999787e+00 1.351934000000000000e+06 8.613754707477580523e+05 0.000000000000000000e+00 0.000000000000000000e+00
3.875999999999999801e+01 2.818309999999999604e+02 1.168750000000000000e+01 1.307318000000000000e+06 8.700762330785432132e+05 0.000000000000000000e+00 0.000000000000000000e+00
3.917099999999999937e+01 2.802230000000000132e+02 1.169849999999999923e+01 1.277996000000000000e+06 8.738051312203083653e+05 0.000000000000000000e+00 0.000000000000000000e+00
3.958099999999999596e+01 2.797479999999999905e+02 1.198150000000000048e+01 1.307282000000000000e+06 9.160659768269807100e+05 0.000000000000000000e+00 0.000000000000000000e+00
3.999099999999999966e+01 2.811059999999999945e+02 1.810249999999999915e+01 1.313313999999999767e+06 9.322245354412962915e+05 0.000000000000000000e+00 0.000000000000000000e+00
4.040099999999999625e+01 2.857320000000000277e+02 1.873300000000000054e+01 1.289904000000000233e+06 8.924496219291345915e+05 0.000000000000000000e+00 0.000000000000000000e+00
4.081099999999999994e+01 2.838550000000000182e+02 1.883650000000000091e+01 1.329417000000000000e+06 9.657846187171830097e+05 0.000000000000000000e+00 0.000000000000000000e+00
4.122100000000000364e+01 2.852340000000000373e+02 2.783399999999999963e+01 1.310261000000000233e+06 1.017989192701895605e+06 0.000000000000000000e+00 0.000000000000000000e+00
4.163199999999999790e+01 2.884700000000000273e+02 2.779749999999999943e+01 1.222666000000000000e+06 9.371963996303166496e+05 0.000000000000000000e+00 0.000000000000000000e+00
4.204200000000000159e+01 2.857149999999999750e+02 2.117449999999999832e+01 1.192668000000000000e+06 9.197948749687455129e+05 0.000000000000000000e+00 0.000000000000000000e+00
4.245199999999999818e+01 2.853959999999999582e+02 2.723949999999999960e+01 1.178712000000000000e+06 8.762910633148185443e+05 0.000000000000000000e+00 0.000000000000000000e+00
4.286199999999999477e+01 2.814220000000000255e+02 2.915650000000000119e+01 1.154683000000000000e+06 8.539176744642275153e+05 0.000000000000000000e+00 0.000000000000000000e+00
4.327199999999999847e+01 2.821429999999999723e+02 2.924849999999999994e+01 1.184362000000000233e+06 8.986644521654098062e+05 0.000000000000000000e+00 0.000000000000000000e+00
4.368199999999999505e+01 2.854959999999999809e+02 5.050399999999999778e+01 1.106283000000000000e+06 8.228435232828509761e+05 0.000000000000000000e+00 0.000000000000000000e+00
4.409300000000000352e+01 2.760000000000000000e+02 4.543500000000000227e+01 1.022789000000000000e+06 7.843115758179442491e+05 0.000000000000000000e+00 0.000000000000000000e+00
4.450300000000000011e+01 2.845059999999999718e+02 1.902949999999999875e+01 9.730040000000001164e+05 7.631811530146078439e+05 0.000000000000000000e+00 0.000000000000000000e+00
4.491300000000000381e+01 2.785860000000000127e+02 1.372099999999999831e+01 9.158959999999998836e+05 7.171914092661706964e+05 0.000000000000000000e+00 0.000000000000000000e+00
4.532300000000000040e+01 2.774970000000000141e+02 1.437400000000000055e+01 8.691350000000000000e+05 7.171914092661706964e+05 0.000000000000000000e+00 0.000000000000000000e+00
4.573300000000000409e+01 2.783199999999999932e+02 8.373000000000001108e+00 8.544340000000000000e+05 7.569663227783326292e+05 0.000000000000000000e+00 0.000000000000000000e+00
4.614300000000000068e+01 2.807090000000000032e+02 9.613999999999998991e+00 8.799629999999998836e+05 7.544803906838225666e+05 0.000000000000000000e+00 0.000000000000000000e+00
4.655300000000000438e+01 2.782400000000000091e+02 6.906000000000001471e+00 8.981910000000000000e+05 7.693959832508834079e+05 0.000000000000000000e+00 0.000000000000000000e+00
