R[kpc] Vrot[km/s] e_Vrot[km/s] Sigma_gas[Msun/kpc2] e_Sigma_gas[Msun/kpc2] Sigma_SFR[Msun/yr/kpc2] e_Sigma_SFR[Msun/yr/kpc2]
1.023634644753108702e+01 1.128995935618974329e+02 2.530010567390666765e+00 7.232000000000000000e+06 2.239459150805270765e+06 1.222756960190428226e-03 2.678806172532072769e-04
1.063777179841466136e+01 1.144491179240467034e+02 2.124231046991639005e+00 6.949000000000000000e+06 2.112693597560975701e+06 1.415842207955584665e-03 3.745650962201860505e-04
1.103919714929823215e+01 1.143051907738234263e+02 1.822792781420509600e+00 6.540000000000000000e+06 2.018780339805825381e+06 1.455932378914796084e-03 4.129788158653815901e-04
1.144062250018180293e+01 1.146936347078873695e+02 2.418939384598347786e+00 6.138999999999999069e+06 2.023049482758620987e+06 1.311397315972328117e-03 3.205241540687381102e-04
1.184204785106537550e+01 1.154409460782770793e+02 2.510570348208054359e+00 5.797000000000000931e+06 2.079336770072992891e+06 8.796544046090650068e-04 1.499139486165814990e-04
1.224347320194894628e+01 1.149885936306395848e+02 3.100725528238376327e+00 5.460000000000000000e+06 2.075806582768634660e+06 6.888642178403133571e-04 1.226573110791904576e-04
1.264489855283252062e+01 1.146360890508801589e+02 2.728094490067464406e+00 5.090000000000000000e+06 2.111208562818247825e+06 5.302735536364415383e-04 8.954717487534494659e-05
1.304632390371609141e+01 1.155594443058143952e+02 3.154781017011516475e+00 4.705000000000000000e+06 2.200692212608158588e+06 4.622003403890128878e-04 9.662827819712028533e-05
1.344774925459966397e+01 1.171490063979024114e+02 3.365368686947454613e+00 4.173999999999999534e+06 2.142378036437246948e+06 4.097914338451687818e-04 1.123585507174963563e-04
1.384917460548323831e+01 1.187337415395569593e+02 3.313107794060024425e+00 3.711999999999999534e+06 2.049401903679500101e+06 3.375395860794574076e-04 1.082456817981857845e-04
1.425059995636680554e+01 1.191795580565349155e+02 3.040771850099862395e+00 3.311000000000000466e+06 1.919937460216422798e+06 2.064717928441891007e-04 7.703742903972978363e-05
1.465202530725038343e+01 1.217130667935140593e+02 3.148519137821184977e+00 2.948000000000000000e+06 1.784198072805139702e+06 9.368383580446364785e-05 4.611089273342257024e-05
1.505345065813395244e+01 1.227725501200997940e+02 3.452084577295327694e+00 2.641000000000000000e+06 1.632238871224164963e+06 8.599698557299037451e-05 3.536233096907433584e-05
1.545487600901752501e+01 1.229989304289998557e+02 4.171777527401764551e+00 2.326000000000000000e+06 1.432833520809898619e+06 7.561704802378936335e-05 2.695041849510739128e-05
1.585630135990109757e+01 1.236049450882088649e+02 4.491942999622641430e+00 2.049999999999999767e+06 1.258939826619072119e+06 6.711043491447239598e-05 2.883923511982000579e-05
