R[kpc] Vrot[km/s] e_Vrot[km/s] Sigma_gas[Msun/kpc2] e_Sigma_gas[Msun/kpc2] Sigma_SFR[Msun/yr/kpc2] e_Sigma_SFR[Msun/yr/kpc2]
9.720602138026325889e+00 1.269397443688768163e+02 1.147369571365385976e+00 3.097000000000000000e+06 1.266665664461815963e+06 9.737568222111214452e-05 5.064346668477426983e-05
1.013424478219766023e+01 1.277874512562459159e+02 1.441463685908483505e+00 2.807000000000000000e+06 1.067320304736667546e+06 8.623787551276122841e-05 3.808319668529839999e-05
1.054788742636899279e+01 1.294765398927624176e+02 1.594958295967205508e+00 2.550000000000000000e+06 9.574340929808567744e+05 7.120856472094639700e-05 2.797582451053189017e-05
1.096153007054032358e+01 1.302401327871806984e+02 4.448070622531815066e-01 2.281000000000000000e+06 9.801812080536915455e+05 6.413776315411887790e-05 2.314729824380958303e-05
1.137517271471165969e+01 1.311057371664142295e+02 4.585039632602916915e-01 1.999000000000000000e+06 9.668168557536465814e+05 5.400327091695142730e-05 1.919333238100680945e-05
1.178881535888299048e+01 1.328712119303049519e+02 4.679957630661554790e-01 1.829000000000000000e+06 9.272291350531105418e+05 4.730337871331905051e-05 1.932826732119304942e-05
1.220245800305432304e+01 1.339485887132670427e+02 1.520120787965531406e+00 1.757000000000000000e+06 9.698632298790109344e+05 4.679478821097940878e-05 2.060532684749899344e-05
1.261610064722565383e+01 1.340001614245358326e+02 5.904163245747242605e-01 1.609000000000000000e+06 1.046939038351459894e+06 4.303568541807353912e-05 1.701766357218485745e-05
1.302974329139698995e+01 1.346635882741246348e+02 2.301438131684411914e+00 1.415000000000000000e+06 9.777763371150728781e+05 5.241441846515311682e-05 2.307605263235660016e-05
1.344338593556832251e+01 1.349006484703615456e+02 2.036395285437299751e+00 1.259000000000000233e+06 8.318237659963436890e+05 4.775448694346099397e-05 1.897429259487273001e-05
1.385702857973965330e+01 1.347879258583565445e+02 2.331461168831986619e+00 1.073000000000000000e+06 6.856156491831470048e+05 4.242353718540838948e-05 1.543451760784601080e-05
1.427067122391098764e+01 1.337148529118830993e+02 1.769446706642680667e+00 9.198000000000000000e+05 6.451292353823088342e+05 3.509315743839922240e-05 1.047138754663345502e-05
1.468431386808232375e+01 1.332377905432964553e+02 2.967011211832816020e+00 8.256000000000000000e+05 6.722486501687287819e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.509795651225365454e+01 1.339199280820078570e+02 2.723525850464231457e+00 7.878000000000000000e+05 7.161831129807693651e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.551159915642498710e+01 1.347861605522233504e+02 2.294415851003546614e+00 7.553000000000000000e+05 7.108602316602314822e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.592524180059632144e+01 1.353839048230835544e+02 2.809554082144925413e+00 7.110000000000000000e+05 6.296278085991677362e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.633888444476765400e+01 1.343342940642837675e+02 2.753016088198208422e+00 6.240000000000000000e+05 5.174768871595329838e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.675252708893898657e+01 1.353448439951842204e+02 2.699561112902811644e+00 5.695000000000000000e+05 4.504643847487000749e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.716616973311031913e+01 1.344068871525198006e+02 2.905585869292948153e+00 5.338000000000000000e+05 3.699160309777346556e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.757981237728165524e+01 1.342070899498746428e+02 2.858021806030218492e+00 4.811000000000000000e+05 3.299345689655172173e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.799345502145298425e+01 1.347013483952155184e+02 2.896449319627874441e+00 4.222000000000000000e+05 2.655802412901637144e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.840709766562432037e+01 1.346930196159646869e+02 3.259706643205923626e+00 3.530000000000000000e+05 1.934630872483220592e+05 0.000000000000000000e+00 0.000000000000000000e+00
1.882074030979565293e+01 1.335237356841140013e+02 3.993039097046520158e+00 3.064000000000000000e+05 1.688202328074742982e+05 0.000000000000000000e+00 0.000000000000000000e+00
