R[kpc] Vrot[km/s] e_Vrot[km/s] Sigma_gas[Msun/kpc2] e_Sigma_gas[Msun/kpc2] Sigma_SFR[Msun/yr/kpc2] e_Sigma_SFR[Msun/yr/kpc2]
6.088284488400844019e+00 2.034535967489828181e+02 5.218008587450724711e+00 9.974320180650699884e+06 3.168747617941501085e+06 8.395236349345448768e-03 2.816555875930741235e-03
6.436186459166606255e+00 2.038671784912251042e+02 5.785910372325703932e+00 8.032000000000000000e+06 3.064349023255813867e+06 8.890788555224496750e-03 3.715200860843581414e-03
6.784088429932368491e+00 2.034751421645870835e+02 5.906674263272805092e+00 7.621000000000000000e+06 3.134916911045943387e+06 8.926873484357236710e-03 4.164501660433747761e-03
7.131990400698131616e+00 2.021816039853818268e+02 5.161753171185018196e+00 6.926000000000000000e+06 3.158306769494430628e+06 7.243806609450878856e-03 3.184314945174552061e-03
7.479892371463893852e+00 2.006891183832289016e+02 4.872792368761755810e+00 6.492000000000000931e+06 3.158998969898134004e+06 4.677503792545263314e-03 1.756090232071216492e-03
7.827794342229656088e+00 1.983154031911711854e+02 5.624555604842884193e+00 6.206000000000000000e+06 3.155250629270046949e+06 2.795132739701756963e-03 7.882749122799632101e-04
8.175696312995418324e+00 1.997377340297717581e+02 4.490001312441387782e+00 5.810000000000000000e+06 3.025394032526572235e+06 2.102281792137910502e-03 6.681610502976087582e-04
8.523598283761181449e+00 2.001648569922187448e+02 3.886194294960365614e+00 5.271000000000000000e+06 2.705596291613989975e+06 1.675919121631659712e-03 5.989109595194462348e-04
8.871500254526942797e+00 1.986138748365795550e+02 3.684518655637104789e+00 4.779000000000000000e+06 2.430129422718808055e+06 1.300246033229114900e-03 4.720322464292541148e-04
9.219402225292702369e+00 1.960474291852496833e+02 3.632123614890423458e+00 4.227000000000000000e+06 2.241767120894478634e+06 9.462369180259665906e-04 2.969178298036642075e-04
9.567304196058467269e+00 1.939414496704932844e+02 3.617470170747953517e+00 3.901000000000000466e+06 2.049194528301886981e+06 6.131018787604614355e-04 1.684015360866894875e-04
9.915206166824230394e+00 1.926814525816485286e+02 3.801209199529945515e+00 3.642000000000000000e+06 1.993671111111110775e+06 3.512743370944131451e-04 1.485146240285654560e-04
1.026310813758999174e+01 1.909116681017621886e+02 4.433560337303058319e+00 3.341000000000000000e+06 1.811710208562019980e+06 2.673832231780439144e-04 1.485146240285654560e-04
1.061101010835575664e+01 1.906140861167929756e+02 4.214494881895689105e+00 3.420000000000000000e+06 1.817146115773617290e+06 2.205864490006073566e-04 1.599388258769166178e-04
1.095891207912151621e+01 1.928493887463364729e+02 3.903797423846392611e+00 3.512000000000000000e+06 1.773313696612665663e+06 0.000000000000000000e+00 0.000000000000000000e+00
1.130681404988728112e+01 1.939452970792535780e+02 4.778175338220540525e+00 3.643000000000000466e+06 1.693820986401461298e+06 0.000000000000000000e+00 0.000000000000000000e+00
1.165471602065304602e+01 1.939636417316101529e+02 4.838092463644902530e+00 3.847000000000000000e+06 1.572973471741638146e+06 0.000000000000000000e+00 0.000000000000000000e+00
1.200261799141880559e+01 1.937028488978277494e+02 4.063965208500442294e+00 4.062000000000000466e+06 1.650095672813583864e+06 0.000000000000000000e+00 0.000000000000000000e+00
1.235051996218456694e+01 1.939944832649668172e+02 3.820351139277834207e+00 4.116000000000000466e+06 1.885848845598845510e+06 0.000000000000000000e+00 0.000000000000000000e+00
1.269842193295033006e+01 1.954281063629564983e+02 4.751104639698752408e+00 3.993000000000000466e+06 1.984781296296296408e+06 0.000000000000000000e+00 0.000000000000000000e+00
1.304632390371609141e+01 1.983463288640066082e+02 4.090783237474182599e+00 3.792000000000000000e+06 1.882593713393206010e+06 0.000000000000000000e+00 0.000000000000000000e+00
1.339422587448185276e+01 1.997114629000910213e+02 3.902465613745436102e+00 3.600000000000000000e+06 1.848152866242038319e+06 0.000000000000000000e+00 0.000000000000000000e+00
1.374212784524761588e+01 1.994398351989597415e+02 4.186651039218856951e+00 3.435000000000000000e+06 1.727855421686746879e+06 0.000000000000000000e+00 0.000000000000000000e+00
1.409002981601338078e+01 1.966322492733696095e+02 5.880549014073054970e+00 3.063000000000000000e+06 1.712818181818181649e+06 0.000000000000000000e+00 0.000000000000000000e+00
1.443793178677914391e+01 1.948679999999999950e+02 6.939500000000001556e+00 2.726000000000000466e+06 1.517313071543840691e+06 0.000000000000000000e+00 0.000000000000000000e+00
1.478583375754490348e+01 1.948679999999999950e+02 6.939500000000001556e+00 2.481000000000000000e+06 1.385410677618069574e+06 0.000000000000000000e+00 0.000000000000000000e+00
1.513373572831066838e+01 1.948679999999999950e+02 6.939500000000001556e+00 2.348000000000000466e+06 1.223681635181170655e+06 0.000000000000000000e+00 0.000000000000000000e+00
1.548163769907642795e+01 1.948679999999999950e+02 6.939500000000001556e+00 2.083000000000000233e+06 1.194566978193146642e+06 0.000000000000000000e+00 0.000000000000000000e+00
1.582953966984219285e+01 1.948679999999999950e+02 6.939500000000001556e+00 1.896999999999999767e+06 1.091744777819977142e+06 0.000000000000000000e+00 0.000000000000000000e+00
1.617744164060795242e+01 1.948679999999999950e+02 6.939500000000001556e+00 1.857000000000000000e+06 1.014614823348694481e+06 0.000000000000000000e+00 0.000000000000000000e+00
1.652534361137371377e+01 1.948679999999999950e+02 6.939500000000001556e+00 1.845000000000000000e+06 1.010300510003922856e+06 0.000000000000000000e+00 0.000000000000000000e+00
1.687324558213947867e+01 1.948679999999999950e+02 6.939500000000001556e+00 1.774000000000000000e+06 1.074234336859235074e+06 0.000000000000000000e+00 0.000000000000000000e+00
1.722114755290524357e+01 1.948679999999999950e+02 6.939500000000001556e+00 1.636000000000000000e+06 1.091225296442687511e+06 0.000000000000000000e+00 0.000000000000000000e+00
1.756904952367100492e+01 1.948679999999999950e+02 6.939500000000001556e+00 1.530000000000000000e+06 1.141501165501165204e+06 0.000000000000000000e+00 0.000000000000000000e+00
1.791695149443676982e+01 1.948679999999999950e+02 6.939500000000001556e+00 1.531999999999999767e+06 1.174118980169971706e+06 0.000000000000000000e+00 0.000000000000000000e+00
