R[kpc] Vrot[km/s] e_Vrot[km/s] Sigma_gas[Msun/kpc2] e_Sigma_gas[Msun/kpc2] Sigma_SFR[Msun/yr/kpc2] e_Sigma_SFR[Msun/yr/kpc2]
9.032070394880372888e+00 1.489833102978309114e+02 2.684024603185801716e+00 5.263999999999999069e+06 1.078351297898640390e+06 1.087001971610450498e-03 2.328217831162703163e-04
9.433495745763943674e+00 1.507527772673972777e+02 2.824323761890136009e+00 5.256000000000000000e+06 1.028529721362229320e+06 1.270032597719203491e-03 4.304928572414372162e-04
9.834921096647518013e+00 1.534924612534186963e+02 3.645838356348966247e+00 5.205000000000000000e+06 1.021479375000000000e+06 1.342332476150370985e-03 5.321975472643248814e-04
1.023634644753108702e+01 1.540680635666116984e+02 3.880118761059801802e+00 5.151000000000000000e+06 9.695729627289955970e+05 1.195910330642529964e-03 4.443436711148301423e-04
1.063777179841466491e+01 1.538631172307395900e+02 4.267779481011675813e+00 5.068000000000000931e+06 8.862498716302954126e+05 9.642046593488182464e-04 2.921660285334094212e-04
1.103919714929823215e+01 1.544452643369943985e+02 3.711097103385696983e+00 5.042000000000000000e+06 8.180253384912959300e+05 6.978673734961552463e-04 1.134682766419935250e-04
1.144062250018180293e+01 1.549834938497462531e+02 3.908814067253723934e+00 5.084000000000000000e+06 8.535272727272728225e+05 6.539407298438027882e-04 9.882606209120933620e-05
1.184204785106537550e+01 1.557631322451085794e+02 4.003501487906261147e+00 5.055000000000000000e+06 8.661979394719897537e+05 6.126047236626498693e-04 9.195575995402471381e-05
1.224347320194894984e+01 1.568725440979235941e+02 4.015983619463586507e+00 4.962000000000000000e+06 8.347662073490815237e+05 5.759991872856892346e-04 9.927686722941683533e-05
1.264489855283252417e+01 1.590404517805189073e+02 4.166961799196288396e+00 4.838000000000000000e+06 8.081017484868863830e+05 4.887739643303003634e-04 9.170995466144501508e-05
1.304632390371609141e+01 1.584420090989311802e+02 4.377645133542526601e+00 4.631000000000000000e+06 7.875496837666900828e+05 3.737010440747735537e-04 7.575383124457004801e-05
1.344774925459966397e+01 1.574686084171434572e+02 4.329530327062134809e+00 4.419000000000000000e+06 8.785334805003680522e+05 2.931682752006700959e-04 6.843272396917791294e-05
1.384917460548324186e+01 1.557235890288937696e+02 5.411274309313018449e+00 4.197000000000000000e+06 9.766238759689923609e+05 2.289594070550786235e-04 5.839100304269650364e-05
1.425059995636680554e+01 1.539038136641524659e+02 6.484430556671372692e+00 4.010000000000000000e+06 1.107447001620745286e+06 1.923538706781188561e-04 4.374878849191260618e-05
1.465202530725038521e+01 1.547928915313621587e+02 6.672951148193286386e+00 3.848999999999999534e+06 1.196555574324324261e+06 1.649410985669544220e-04 3.370295607402651761e-05
1.505345065813395422e+01 1.530723545175004858e+02 5.898060421114558416e+00 3.694000000000000000e+06 1.233460773966578767e+06 1.429777767407782200e-04 2.638184879863445030e-05
1.545487600901752678e+01 1.512585602784544676e+02 5.986472326202165739e+00 3.554000000000000000e+06 1.227802559414990945e+06 8.690152770079746097e-05 1.956330521704617529e-05
1.585630135990109935e+01 1.506859958228275786e+02 5.358094014781731751e+00 3.418999999999999534e+06 1.207549382716049440e+06 8.992018120984463501e-05 1.942528466049553800e-05
1.625772671078467013e+01 1.500064627515641007e+02 4.567038740959394438e+00 3.345000000000000000e+06 1.228287669902912574e+06 8.774342182081336253e-05 2.036322012034538049e-05
1.665915206166824447e+01 1.516744732515157068e+02 4.699718408539081516e+00 3.260000000000000000e+06 1.193593625498007983e+06 8.397789596684876706e-05 1.808362938850433300e-05
1.706057741255181526e+01 1.524711632557759060e+02 3.755496400080445607e+00 3.244000000000000000e+06 1.132501201923077228e+06 5.602671673706221980e-05 9.141319118167122291e-06
1.746200276343538604e+01 1.523460006186795681e+02 3.966500003437108735e+00 3.203999999999999534e+06 9.547236975471315673e+05 4.770947929165913635e-05 2.089106725532385552e-05
1.786342811431896038e+01 1.524358719658923178e+02 3.966999288699401660e+00 3.191999999999999534e+06 8.185775248933144612e+05 7.727184998945593514e-05 2.421851478670903300e-05
1.826485346520253117e+01 1.530717675906953161e+02 3.385712493727502270e+00 3.160000000000000000e+06 7.128385341818927554e+05 8.904960255400400061e-05 3.434404838783817175e-05
1.866627881608610551e+01 1.535810850651838564e+02 3.276695544892076484e+00 3.120000000000000000e+06 6.908965373817197978e+05 8.173161603884266670e-05 3.322135096069054878e-05
1.906770416696967985e+01 1.536989136846270867e+02 2.973223903552876912e+00 3.108000000000000000e+06 6.991750156543517951e+05 6.789630586367988510e-05 2.424140265575304331e-05
1.946912951785324708e+01 1.535842490185245595e+02 3.328728042573838586e+00 3.063999999999999534e+06 6.856489519373279763e+05 5.493402364354932360e-05 1.615634941432644449e-05
1.987055486873682142e+01 1.534671298762039839e+02 3.938323422681031083e+00 3.020000000000000000e+06 6.586741862713502487e+05 4.093912484060155627e-05 9.500093656357238439e-06
2.027198021962038865e+01 1.522131887162615840e+02 4.221282094906892546e+00 2.921999999999999534e+06 6.519530782029950060e+05 5.378903666101265491e-05 1.420879422068596965e-05
2.067340557050396299e+01 1.518195796058178075e+02 5.267447960891894709e+00 2.787000000000000000e+06 6.825630593978844117e+05 4.668265985395497568e-05 1.373134909180557537e-05
2.107483092138753022e+01 1.503776080083769955e+02 5.624849895296664570e+00 2.643999999999999534e+06 7.532383051677688491e+05 5.564772134981759712e-05 2.018003632987885331e-05
2.147625627227110812e+01 1.486272431709172963e+02 6.442484793507554208e+00 2.522000000000000000e+06 8.215179190751444548e+05 4.771241864202171751e-05 1.458299975036399559e-05
2.187768162315467890e+01 1.477067288527281903e+02 6.625855499785914482e+00 2.405000000000000000e+06 8.870789119310529204e+05 3.682113811243677582e-05 7.450373755321604479e-06
2.227910697403825324e+01 1.463041211479508661e+02 6.219904133249825051e+00 2.362000000000000000e+06 9.190152075626796577e+05 3.724502440322423303e-05 9.017178322310851526e-06
2.268053232492182403e+01 1.463219755082876929e+02 7.029054153395507321e+00 2.282000000000000000e+06 9.371908613594436320e+05 3.186054973145251488e-05 8.702355961042802817e-06
2.308195767580539126e+01 1.482160761849613095e+02 6.654476206615096423e+00 2.300000000000000000e+06 9.012624982396843843e+05 3.494100804456477328e-05 9.406460718325607593e-06
2.348338302668896560e+01 1.515698395798373781e+02 5.930613936850841483e+00 2.302000000000000000e+06 8.729383619476498570e+05 4.275123122988376241e-05 8.865890509238222387e-06
2.388480837757253994e+01 1.521317338311917808e+02 5.892017919803067549e+00 2.345000000000000000e+06 8.439552238805970410e+05 3.564957619779951265e-05 8.591346256522206285e-06
2.428623372845612138e+01 1.534884095447061156e+02 5.898487610037226325e+00 2.360999999999999534e+06 8.084995190325683216e+05 3.832499442262859345e-05 7.503429308390567773e-06
2.468765907933968506e+01 1.547439338790323404e+02 5.127655910946215201e+00 2.403000000000000000e+06 8.140956498243717942e+05 4.167632315925282163e-05 8.422804129961799247e-06
2.508908443022325585e+01 1.543538927944091768e+02 5.880779320979278246e+00 2.401000000000000000e+06 7.815844261186966905e+05 3.379091869419852140e-05 9.808588641450578514e-06
2.549050978110683019e+01 1.524623141754732387e+02 6.284507947370321368e+00 2.388000000000000000e+06 7.565288762060061563e+05 2.551189089017866576e-05 4.657699766243289563e-06
2.589193513199040098e+01 1.501431534536972947e+02 6.007736401260368453e+00 2.334000000000000000e+06 7.228226299694189802e+05 2.828430337197973763e-05 5.933889638818384548e-06
2.629336048287397887e+01 1.478416664585354567e+02 6.516186649041718404e+00 2.264000000000000466e+06 7.070167669819431612e+05 0.000000000000000000e+00 0.000000000000000000e+00
2.669478583375755321e+01 1.471343759926051860e+02 5.953301221348482386e+00 2.174000000000000000e+06 7.057050402624515118e+05 0.000000000000000000e+00 0.000000000000000000e+00
2.709621118464112399e+01 1.426797574202654175e+02 6.201511405412034605e+00 2.065999999999999767e+06 7.087492556025702506e+05 0.000000000000000000e+00 0.000000000000000000e+00
2.749763653552469123e+01 1.427069673697727694e+02 6.147549398538415311e+00 1.950999999999999767e+06 7.407609561752987793e+05 0.000000000000000000e+00 0.000000000000000000e+00
2.789906188640826556e+01 1.417173149469726070e+02 6.640347193745479437e+00 1.854000000000000000e+06 7.400394759825327201e+05 0.000000000000000000e+00 0.000000000000000000e+00
2.830048723729183990e+01 1.363398820171953219e+02 7.295163084307999313e+00 1.753000000000000000e+06 7.526834226575494977e+05 0.000000000000000000e+00 0.000000000000000000e+00
2.870191258817541069e+01 1.368356366777124435e+02 6.543540925924506979e+00 1.661000000000000000e+06 7.571942277691107010e+05 0.000000000000000000e+00 0.000000000000000000e+00
2.910333793905897792e+01 1.363188568818663100e+02 7.186433437985286332e+00 1.585999999999999767e+06 7.511200000000000000e+05 0.000000000000000000e+00 0.000000000000000000e+00
2.950476328994255226e+01 1.356999073637701940e+02 7.700417195710051566e+00 1.518000000000000000e+06 7.416638977635783376e+05 0.000000000000000000e+00 0.000000000000000000e+00
