R[kpc] Vrot[km/s] e_Vrot[km/s] Sigma_gas[Msun/kpc2] e_Sigma_gas[Msun/kpc2] Sigma_SFR[Msun/yr/kpc2] e_Sigma_SFR[Msun/yr/kpc2]
6.695513053596101827e+00 2.030723451021744097e+02 4.446933113955348738e+00 1.099526143565190397e+07 1.807929820612755138e+06 4.936754019357078235e-03 4.950694687565423708e-04
7.127481637699076167e+00 2.034305704312413923e+02 2.772512853610647809e+00 1.015976571613039449e+07 1.750024950752616394e+06 4.559107287875685706e-03 5.709076249371349736e-04
7.559450221802049619e+00 2.038824247691077005e+02 2.919310377427096537e+00 9.354826583973657340e+06 1.661323330444558524e+06 4.245991857788659722e-03 6.435895444439765226e-04
7.991418805905027511e+00 2.056336415897025631e+02 1.070990255254156809e+00 8.593590407990891486e+06 1.537152179923634510e+06 3.776965040367530682e-03 6.138209740511275719e-04
8.423387390008000963e+00 2.063689591302450879e+02 3.021226947131118834e+00 7.864467433224104345e+06 1.299514750452866312e+06 2.988125424949531622e-03 3.656471721792648008e-04
8.855355974110974415e+00 2.060984054977819824e+02 1.022987564540757122e+00 7.479065470841608942e+06 1.403744776376121212e+06 2.373966837923689559e-03 2.310120119981619346e-04
9.287324558213946091e+00 2.049358199403679919e+02 9.910453421569339616e-01 7.222440509856133722e+06 1.699534510616479674e+06 2.037641806030214119e-03 3.525712602352690803e-04
9.719293142316924872e+00 2.045915612319103900e+02 2.937809322958329972e+00 6.170000000000000000e+06 2.093336355394379236e+06 1.745401706295265053e-03 3.703785165322838338e-04
1.015126172641989655e+01 2.054774824376409015e+02 3.047817140571595473e+00 6.042999999999999069e+06 2.124551992585727014e+06 1.388410257895870102e-03 2.932409820325199232e-04
1.058323031052287355e+01 2.043829562940876770e+02 1.281652697985589118e+00 5.923999999999999069e+06 1.923362913907284848e+06 1.123686904773168321e-03 2.256142089641231710e-04
1.101519889462584345e+01 2.041001335152056129e+02 3.167569980432397347e+00 5.600000000000000000e+06 1.716326561248998856e+06 9.492204603452293523e-04 1.724338493508702826e-04
1.144716747872882046e+01 2.065616974403544646e+02 4.405610018008796480e+00 5.088000000000000000e+06 1.535894748431135202e+06 7.966418961116549912e-04 1.192534328400339614e-04
1.187913606283179568e+01 2.083598022049575036e+02 5.978626299063772187e+00 4.508999999999999069e+06 1.571318300086730393e+06 6.402173568141985216e-04 7.326079647242298104e-05
1.231110464693476914e+01 2.077326877144624575e+02 6.379575578341777131e+00 4.026000000000000000e+06 1.693126924677486531e+06 5.221453151167009714e-04 4.907680818175148412e-05
1.274307323103774259e+01 2.105706721554930994e+02 6.691777921959215725e+00 3.741000000000000000e+06 1.881152663781524869e+06 4.423950589685044454e-04 4.022340475158689909e-05
1.317504181514071782e+01 2.086369182088104139e+02 8.330907077465072419e+00 3.395000000000000000e+06 1.863959290873276535e+06 3.803526301282426415e-04 4.022340475158689909e-05
1.360701039924369304e+01 2.077920058495745366e+02 7.370980272731006089e+00 2.907000000000000000e+06 1.681399961707830895e+06 3.336706140528596619e-04 3.254319836914739208e-05
1.403897898334666472e+01 2.080349881781325223e+02 6.551539868396773159e+00 2.586000000000000466e+06 1.623784499461787054e+06 2.893536128393957730e-04 3.016813311825117334e-05
1.447094756744964172e+01 2.073410842319212009e+02 6.329027005190869914e+00 2.483000000000000000e+06 1.800437080161218066e+06 2.596500701119999689e-04 3.016813311825117334e-05
1.490291615155261518e+01 2.044175675297688599e+02 6.873394316019442840e+00 2.340999999999999534e+06 1.948334754797440721e+06 2.330601658582582203e-04 3.016813311825117334e-05
1.533488473565558685e+01 2.037341822350630309e+02 5.460377143867654048e+00 2.178000000000000000e+06 1.965535605289928848e+06 2.113914843339285770e-04 3.016813311825117334e-05
1.576685331975856563e+01 2.027493344445320247e+02 4.996657375675706447e+00 1.905000000000000000e+06 1.696324905550712021e+06 1.862083541457955512e-04 2.643969917081471826e-05
1.619882190386153908e+01 2.043383445072681468e+02 5.029486395433868218e+00 1.660000000000000000e+06 1.409362091938707512e+06 1.507548079315716477e-04 1.757605721033273291e-05
1.663079048796451076e+01 2.046878307414342828e+02 5.338849898206055933e+00 1.581000000000000000e+06 1.340220125786163611e+06 1.179869744843179243e-04 1.139812801682062263e-05
1.706275907206748954e+01 2.063990452115267544e+02 5.329005577035474950e+00 1.580000000000000000e+06 1.313598326359832659e+06 1.007108804018553850e-04 2.041182028194680681e-05
1.749472765617046122e+01 2.095600065944699111e+02 5.622814654893785402e+00 1.577000000000000000e+06 1.179382845188284526e+06 1.095735007346332850e-04 3.813808257520667517e-05
1.792669624027343289e+01 2.066190707694322555e+02 7.425231873456334952e+00 1.501999999999999767e+06 1.045331380446722847e+06 1.340779626274417314e-04 7.932710720851227169e-05
1.835866482437640812e+01 2.054888759566644296e+02 8.964305936840945677e+00 1.401000000000000000e+06 9.824704956726988312e+05 1.275287348144522491e-04 8.387626735671391070e-05
1.879063340847938690e+01 2.034567251864847890e+02 1.094082233463830178e+01 1.222999999999999767e+06 8.177142857142856810e+05 6.757144545238435052e-05 3.356651779504918451e-05
1.922260199258235858e+01 2.054161914616648232e+02 9.776575172815711312e+00 1.065999999999999767e+06 6.861058700209644157e+05 3.842357903662308062e-05 7.968267852267081630e-06
1.965457057668533025e+01 2.056028161034416257e+02 7.149113319199698502e+00 9.846000000000000000e+05 6.791406779661016772e+05 3.595658064839232266e-05 7.378865254295582464e-06
2.008653916078830903e+01 2.023854360256964355e+02 5.566687076882613106e+00 9.836000000000000000e+05 7.202416475972540211e+05 4.054106211892236859e-05 1.326822991765310843e-05
2.051850774489128071e+01 2.073023869243853028e+02 6.927945180333692221e+00 9.533000000000000000e+05 6.558544378698226064e+05 4.016607275569656965e-05 6.112141924153932497e-06
2.095047632899425594e+01 2.057568825487775825e+02 6.342712168323784816e+00 8.755000000000000000e+05 6.336321451717433520e+05 3.399844579993534655e-05 7.268015199853131045e-06
2.138244491309722761e+01 2.063821930681135939e+02 6.285572598171312642e+00 7.932000000000000000e+05 6.014378798586572520e+05 3.565526349992932437e-05 1.059625947263923124e-05
2.181441349720020284e+01 2.090763384304374028e+02 6.127714507968445190e+00 7.447000000000000000e+05 5.391953452115813270e+05 5.125121284392725792e-05 1.597575515687120045e-05
2.224638208130318162e+01 2.137523073111518102e+02 6.556385657221567520e+00 7.336000000000000000e+05 4.965828614457831718e+05 3.098276144868726133e-05 6.633552234764445173e-06
2.267835066540615685e+01 2.180525367158483050e+02 5.557504592426941059e+00 7.451000000000000000e+05 4.770183431952663232e+05 3.442919826387607935e-05 9.138978310136503983e-06
2.311031924950912497e+01 2.179272080070944355e+02 6.575391096640777810e+00 7.156000000000000000e+05 4.977409884169885190e+05 3.543868278966669981e-05 5.357500417824983073e-06
2.354228783361210375e+01 2.166930375871653780e+02 5.770332014910700025e+00 6.845000000000000000e+05 5.039532268370606471e+05 2.971656352280614818e-05 3.973764143704307918e-06
2.397425641771507188e+01 2.152145457365726884e+02 6.023561079901258886e+00 6.864000000000000000e+05 5.170182489959839149e+05 2.863624747771441946e-05 4.919570843865758821e-06
2.440622500181805066e+01 2.135420013239777290e+02 6.472194504204412446e+00 7.128000000000000000e+05 5.240270015337423538e+05 3.641061627776480094e-05 9.374974098192973462e-06
2.483819358592102589e+01 2.103858969029525099e+02 6.031825081071545469e+00 7.759999999999998836e+05 5.527412331679661293e+05 4.162648292742011723e-05 4.210430224661691030e-06
2.527016217002399756e+01 2.102402715189736853e+02 6.627840226098031806e+00 8.452000000000000000e+05 6.018803676953382092e+05 3.833339829800152805e-05 6.917194432638309364e-06
2.570213075412696924e+01 2.104625512920608799e+02 6.944364162741027080e+00 8.971000000000000000e+05 6.562871985157700256e+05 3.346370280737718378e-05 7.079058460142579568e-06
2.613409933822994802e+01 2.151641782000029650e+02 8.664407777245827447e+00 9.348000000000000000e+05 7.136059502125076251e+05 5.451223464172529591e-05 1.670039886058240959e-05
2.656606792233293035e+01 2.120248093451789089e+02 9.693283079159911608e+00 9.424000000000000000e+05 7.597048984468340641e+05 3.769683664291109850e-05 1.070360878336983628e-05
2.699803650643589137e+01 2.103048294408554568e+02 8.591966721948841368e+00 9.450000000000000000e+05 7.929803278688524151e+05 3.523061538465955086e-05 1.121446563958788187e-05
2.743000509053887015e+01 2.085470487287792878e+02 9.094833514717448608e+00 9.673000000000000000e+05 8.524372997711671051e+05 4.673130780129866038e-05 1.600098041548986074e-05
2.786197367464184182e+01 2.032476104976876741e+02 6.689231504459598909e+00 9.621000000000000000e+05 8.404980802792321192e+05 7.054050095427679833e-05 3.082469818682712071e-05
2.829394225874481705e+01 1.990861832080562976e+02 6.166269534353733484e+00 9.861000000000000000e+05 7.856039325842697872e+05 4.009459875040450791e-05 1.094636896834763504e-05
2.872591084284779939e+01 1.974261700600225424e+02 7.965947978615032454e+00 9.804000000000000000e+05 7.530370786516855005e+05 4.277331603008105004e-05 1.069968947247491205e-05
2.915787942695077106e+01 1.936358465168863177e+02 7.025956441383384821e+00 9.955000000000000000e+05 7.406287458379579475e+05 5.096972934043845241e-05 2.076844306696013325e-05
2.958984801105374984e+01 1.907476959261548473e+02 8.115580028018165137e+00 1.000999999999999884e+06 7.275971223021583864e+05 7.795069727938495842e-05 3.619345747646495110e-05
3.002181659515671086e+01 1.908596712764324081e+02 6.246143154151082122e+00 9.740000000000001164e+05 6.956040955631401157e+05 4.774846703445757308e-05 4.941577818445468227e-06
3.045378517925968964e+01 1.900203677756095999e+02 7.451586128752929028e+00 9.300000000000000000e+05 6.624246737841044087e+05 6.060005137305493508e-05 9.560498879706918500e-06
3.088575376336266842e+01 1.893419558991668623e+02 8.176412842113171209e+00 8.906000000000000000e+05 6.253514106583072571e+05 4.350387967874070542e-05 7.620521943973312651e-06
3.131772234746564010e+01 1.825950076837845586e+02 1.025334538212036684e+01 8.427000000000000000e+05 5.987000655737704365e+05 3.033148262019822529e-05 5.555062664652101506e-06
3.174969093156860822e+01 1.815860060089905801e+02 9.782948459977324873e+00 8.385000000000000000e+05 6.093787191460974282e+05 3.787828990728209189e-05 1.226117044718467486e-05
3.218165951567159055e+01 1.767101673319380950e+02 1.040755133296703683e+01 8.354000000000000000e+05 6.259832111925382633e+05 3.889021997769701651e-05 1.212579908802165534e-05
3.261362809977455868e+01 1.818375587692335955e+02 8.928279215972649396e+00 8.050000000000000000e+05 6.551255479452053551e+05 4.081802626765062636e-05 1.188823440478947857e-05
3.304559668387754101e+01 1.835454082083593050e+02 6.256495518507710685e+00 7.728000000000000000e+05 6.528605187319885008e+05 3.478312608748834603e-05 1.069785275284428964e-05
