R[kpc] Vrot[km/s] e_Vrot[km/s] Sigma_gas[Msun/kpc2] e_Sigma_gas[Msun/kpc2] Sigma_SFR[Msun/yr/kpc2] e_Sigma_SFR[Msun/yr/kpc2]
1.090400000000000169e+01 2.438490000000000180e+02 8.336000000000000298e+00 1.144400000000000000e+07 4.260270932940756902e+06 1.311793391169198929e-03 1.109259359337641917e-04
1.133200000000000074e+01 2.465359999999999729e+02 9.286500000000000199e+00 1.121573400000000000e+07 4.338364901612274349e+06 1.175830501352519500e-03 1.094251782439627246e-04
1.175900000000000034e+01 2.436659999999999968e+02 8.653999999999999915e+00 1.091795800000000000e+07 4.486157690305641852e+06 1.041494440204210987e-03 1.094251782439627246e-04
1.218700000000000117e+01 2.445399999999999920e+02 9.191000000000000725e+00 1.061980800000000000e+07 4.267644417780959047e+06 9.015561128243476012e-04 9.127651112073858629e-05
1.261500000000000021e+01 2.407009999999999934e+02 1.040249999999999986e+01 1.004857100000000000e+07 4.045761501013036817e+06 7.754381892229612319e-04 7.480034911860543279e-05
1.304199999999999982e+01 2.345430000000000064e+02 1.116499999999999915e+01 1.029119300000000000e+07 4.171077675063943956e+06 6.886637136072844322e-04 6.812510397750923589e-05
1.347000000000000064e+01 2.330370000000000061e+02 1.030700000000000038e+01 1.022888000000000000e+07 4.741913215593517758e+06 6.438928735446870734e-04 6.143422594381093768e-05
1.389799999999999969e+01 2.316299999999999955e+02 8.074999999999999289e+00 1.050240000000000000e+07 4.208783594206281938e+06 6.238208594285842620e-04 5.474334791011267336e-05
1.432499999999999929e+01 2.340879999999999939e+02 7.763999999999998458e+00 1.031669299999999814e+07 4.019669115412890445e+06 6.303710443259898316e-04 6.135606148080044475e-05
1.475300000000000011e+01 2.324279999999999973e+02 6.258499999999999730e+00 9.254049000000000000e+06 4.150511342151216697e+06 6.370617007295391364e-04 7.043855045247085500e-05
1.517999999999999972e+01 2.326730000000000018e+02 7.169999999999999929e+00 9.374941000000000000e+06 3.770946067344977520e+06 6.437363273342062943e-04 8.378842219823427750e-05
1.560799999999999876e+01 2.329959999999999809e+02 7.051500000000000767e+00 9.150663000000000000e+06 3.784475681912547443e+06 6.263532692479529922e-04 8.754014259517017425e-05
1.603599999999999781e+01 2.328840000000000146e+02 6.637000000000000455e+00 9.108367999999998137e+06 3.970302801160126925e+06 6.001537290685489932e-04 8.754014259517017425e-05
1.646300000000000097e+01 2.348240000000000123e+02 6.494500000000000384e+00 9.108275000000000000e+06 4.286800799222267233e+06 5.801286121816893061e-04 8.754014259517017425e-05
1.689099999999999824e+01 2.369320000000000164e+02 5.965500000000000469e+00 8.742820000000000000e+06 4.325646644013770856e+06 5.585638643287452795e-04 8.492773751014673909e-05
1.731799999999999784e+01 2.374770000000000039e+02 6.526500000000000412e+00 8.462080000000000000e+06 4.309598198172505945e+06 5.352015887736592901e-04 7.908743923106289467e-05
1.774599999999999866e+01 2.361119999999999948e+02 6.120499999999999829e+00 7.857735000000000931e+06 4.266706186422100291e+06 5.098618439260215298e-04 7.275244018773050164e-05
1.817399999999999949e+01 2.384690000000000225e+02 5.812500000000000000e+00 7.063861000000000000e+06 4.180037766419162508e+06 4.830995717612122323e-04 6.606156215403218989e-05
1.860099999999999909e+01 2.382270000000000039e+02 5.650999999999999801e+00 6.523676000000000000e+06 3.846354003173641860e+06 4.501310383362436751e-04 5.938631701293599975e-05
1.902899999999999991e+01 2.398849999999999909e+02 5.575499999999999901e+00 6.091078000000000000e+06 3.541526801482294686e+06 4.166778881377361608e-04 5.471208212490846399e-05
1.945700000000000074e+01 2.389259999999999877e+02 4.636000000000000121e+00 5.281642000000000000e+06 3.169336469015285838e+06 3.832247379392288091e-04 5.471208212490846399e-05
1.988400000000000034e+01 2.375409999999999968e+02 5.285000000000000142e+00 5.052371000000000000e+06 3.381504780918302946e+06 3.365309362015280088e-04 5.027275201782296866e-05
2.031200000000000117e+01 2.383750000000000000e+02 4.807999999999999829e+00 4.901897000000000000e+06 3.582142869779356755e+06 2.831933665981424650e-04 4.358247658635983768e-05
2.073900000000000077e+01 2.400209999999999866e+02 5.786500000000000199e+00 4.708457000000000000e+06 3.418419374273256399e+06 2.364685062197561497e-04 3.690723144526368143e-05
2.116699999999999804e+01 2.396209999999999809e+02 4.121500000000000163e+00 4.297828000000000000e+06 3.100946690123313107e+06 1.922449130033949982e-04 3.021659532159737079e-05
2.159499999999999886e+01 2.404629999999999939e+02 4.066499999999999559e+00 3.829883000000000000e+06 2.756410209405534901e+06 1.521015047561811062e-04 2.352633727289105755e-05
2.202199999999999847e+01 2.415740000000000123e+02 4.592999999999999972e+00 3.482673000000000000e+06 2.564266585017484613e+06 1.271523308979040530e-04 1.685124423091673217e-05
2.244999999999999929e+01 2.415740000000000123e+02 4.592999999999999972e+00 3.315366000000000466e+06 2.371820496231426485e+06 9.518676662942810460e-05 1.158552518957830589e-05
2.287699999999999889e+01 2.415740000000000123e+02 4.592999999999999972e+00 3.165966000000000000e+06 2.284799947241128888e+06 4.497201449382905197e-05 1.795953034418745910e-05
2.330499999999999972e+01 2.415740000000000123e+02 4.592999999999999972e+00 3.129584000000000000e+06 2.281715550918468274e+06 3.156008055347888838e-05 8.571904894480198442e-06
2.373300000000000054e+01 2.415740000000000123e+02 4.592999999999999972e+00 3.085600000000000000e+06 2.365825755329763051e+06 2.854228616006491159e-05 2.528441770563533895e-06
2.416000000000000014e+01 2.415740000000000123e+02 4.592999999999999972e+00 2.953834000000000000e+06 2.393350818608882371e+06 2.249541873704779670e-05 1.488510296020918214e-06
2.458800000000000097e+01 2.415740000000000123e+02 4.592999999999999972e+00 2.785898000000000000e+06 2.336022490023787133e+06 2.283570826066276565e-05 1.199295160879500056e-07
