Name,Mbar,e_Mbar,jbar,e_jbar,fgas,e_fgas,Mgas,e_Mgas,jgas,e_jgas,Mstar,e_Mstar,jstar,e_jstar
NGC4639,18300000000.0,4548503490.160253,882.6655737704918,304.83614503941686,0.09289617486338798,0.026851909221282486,1700000000.0,278000000.0,1394.0,70.2,16600000000.0,4540000000.0,830.3,47.7
NGC4725,96835430079.69925,12906694527.562471,2494.022640346418,472.94273732728766,0.03624706367402031,0.007570089460022054,3510000000.0,586000000.0,3568.0,269.9,93325430079.69925,12893384645.926416,2453.63,79.59
NGC5584,13680000000.0,3142217210.8242292,801.5,262.4103938865814,0.16666666666666666,0.04428505687273342,2280000000.0,373000000.0,1022.0,82.8,11400000000.0,3120000000.0,757.4,77.4
NGC6946,41220000000.0,22288968123.26672,978.9737991266376,736.155435500729,0.19941775836972345,0.14420242200520114,8220000000.0,5090000000.0,1840.0,536.0,33000000000.0,21700000000.0,764.5,239.2
NGC7793,5018133892.33576,772848132.0570073,374.43736532984315,80.50621167298821,0.2929375802915789,0.05446979129204374,1470000000.0,238000000.0,459.9,23.2,3548133892.3357606,735289218.7595336,339.03,18.22
NGC7814,40280000000.0,10002927771.40773,727.4811320754717,252.56068707562028,0.03426017874875869,0.010296024886158823,1380000000.0,242000000.0,2500.0,137.1,38900000000.0,10000000000.0,664.6,62.8
UGC00731,2282000000.0,1314201278.3436182,435.0377738825592,383.22753811161044,0.9290096406660824,0.059059116270790586,2120000000.0,1310000000.0,448.1,143.3,162000000.0,105000000.0,264.1,103.2
UGC02487,212600000000.0,73495048132.51025,8263.189087488241,3994.7285517108544,0.10630291627469426,0.048572874175103704,22600000000.0,7610000000.0,14940.0,2728.0,190000000000.0,73100000000.0,7469.0,1021.0
UGC02953,146700000000.0,87850537277.81065,2267.476482617587,1862.127827387014,0.07293796864349011,0.060434933191338434,10700000000.0,6630000000.0,8044.0,2402.0,136000000000.0,87600000000.0,1813.0,579.7
UGC03546,48340000000.0,24872675770.81324,1179.3020273065783,908.7473692496794,0.07529995862639637,0.05304110357167545,3640000000.0,1900000000.0,2804.0,788.0,44700000000.0,24800000000.0,1047.0,423.6
UGC04278,1776000000.0,811874374.5186198,306.62364864864867,231.71617037023447,0.6362612612612613,0.20674792145841872,1130000000.0,696000000.0,384.1,137.6,646000000.0,418000000.0,171.1,126.0
UGC04325,1767000000.0,801207214.1462532,249.41788341822297,173.84813831492684,0.43689869835880024,0.22018114623087348,772000000.0,478000000.0,291.2,90.1,995000000.0,643000000.0,217.0,104.2
UGC04499,2016000000.0,920948424.1802034,275.6873015873016,196.14586037045925,0.6349206349206349,0.20686744016353054,1280000000.0,789000000.0,315.7,101.9,736000000.0,475000000.0,206.1,77.6
UGC05721,919000000.0,435690256.9486722,199.77453754080523,160.57145294481336,0.7040261153427638,0.1857038396256352,647000000.0,399000000.0,264.8,83.9,272000000.0,175000000.0,45.1,19.3
UGC06446,1236000000.0,560802995.712398,355.81407766990293,258.50771902324954,0.6092233009708737,0.21297018524449393,753000000.0,466000000.0,456.4,144.4,483000000.0,312000000.0,199.0,76.4
UGC06787,64900000000.0,32571699372.307854,1328.331278890601,1058.5735912030304,0.09861325115562404,0.06764300351841078,6400000000.0,3340000000.0,4675.0,1215.0,58500000000.0,32400000000.0,962.2,677.7
UGC06930,8460000000.0,2060145625.920653,786.0127659574468,300.0651510624863,0.48936170212765956,0.12128903943747404,4140000000.0,1310000000.0,970.2,201.9,4320000000.0,1590000000.0,609.5,174.6
UGC06983,6200000000.0,1491356429.563369,777.64,288.8500682425033,0.6,0.11655520367912632,3720000000.0,1180000000.0,959.2,146.7,2480000000.0,912000000.0,505.3,107.4
UGC07125,5880000000.0,2885902978.2721386,579.9724489795918,454.0251221847162,0.7602040816326531,0.1618840530816276,4470000000.0,2740000000.0,669.8,206.3,1410000000.0,906000000.0,295.2,133.9
UGC07323,2600000000.0,1284431391.7060733,219.98846153846154,174.2923356586037,0.2846153846153846,0.1820334365378693,740000000.0,458000000.0,283.3,99.8,1860000000.0,1200000000.0,194.8,118.5
UGC07524,3130000000.0,468295846.66106105,436.09872204472845,97.72574379388516,0.6198083067092651,0.07474002227515883,1940000000.0,351000000.0,490.2,43.8,1190000000.0,310000000.0,347.9,49.0
UGC07690,760000000.0,341234523.4585739,101.68526315789474,69.32544435310503,0.4710526315789474,0.2227721267968889,358000000.0,221000000.0,138.5,43.1,402000000.0,260000000.0,68.9,21.7
UGC08286,1418000000.0,202427764.89404806,279.97517630465444,56.17657072119062,0.5585331452750353,0.07340731345508583,792000000.0,129000000.0,366.9,15.7,626000000.0,156000000.0,170.0,9.5
UGC08490,1390000000.0,294108823.39705485,262.5719424460432,89.01267107123935,0.6316546762589929,0.10006418749829671,878000000.0,240000000.0,356.5,46.5,512000000.0,170000000.0,101.5,15.1
UGC08550,499000000.0,236405245.28867796,139.92024048096192,109.82329979310273,0.7074148296593187,0.18404343779389065,353000000.0,217000000.0,178.6,55.4,146000000.0,93800000.0,46.4,16.3
UGC10310,2118000000.0,960704949.5032281,291.01992445703496,206.79947765395528,0.5901794145420207,0.21769240317135402,1250000000.0,777000000.0,341.1,118.9,868000000.0,565000000.0,218.9,89.6
UGC11557,8240000000.0,3535703607.487483,334.6106796116505,241.02347713113207,0.26941747572815533,0.15001261626779278,2220000000.0,1160000000.0,496.8,205.9,6020000000.0,3340000000.0,274.8,179.0
UGC11914,72520000000.0,46405204718.86748,891.7471042471043,928.2678467318867,0.015444015444015444,0.013662818992692994,1120000000.0,695000000.0,1698.0,571.1,71400000000.0,46400000000.0,879.1,475.7
