gal,R[kpc],Vrot[km/s],e_Vrot[km/s],hi_l08(Msun/pc^2),hi_err_l08(Msun/pc^2),h2_f16_at_rl08(Msun/pc^2),h2_err_f16_at_rl08(Msun/pc^2),sfrd_l08(1e-4*Msun/yr/kpc^2),sfrd_err_l08(1e-4*Msun/yr/kpc^2)
NGC2841,22.764,300.778,9.257,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,23.174,301.437,9.7595,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,23.584,300.737,12.0145,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,23.995,306.518,12.3605,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,24.405,304.096,12.0765,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,24.815,304.25,14.6695,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,25.225,305.58,16.3635,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,25.635,297.211,18.725,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,26.045,297.041,21.6895,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,26.456,287.46,27.597,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,26.866,292.028,26.2305,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,27.276,270.163,35.3545,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,27.686,291.491,30.159,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,28.096,293.04400000000004,28.304,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,28.506,281.4,19.5605,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,28.916,281.882,22.13150000000001,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,29.327,293.272,39.193,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,29.737,294.663,34.1105,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,30.147,286.641,32.675,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
NGC2841,30.557,291.528,28.4345,2.0364925362810924,0.1018246268140546,0.002584061878213801,0.0008156755228819997,,
