# slope intercept sigma lnLike
-6.068742173361225678e-01 1.709208553092708138e-01 2.908363491295680170e-01 -2.019145412567968734e+01
-5.267236764842716523e-01 1.916887898276204427e-01 2.974092809051569475e-01 -2.006801204099263103e+01
-7.884783212959163290e-01 2.224359673351568312e-01 2.986755060908259929e-01 -2.172937946200415027e+01
-3.574697283206187404e-01 1.707580738954370125e-01 2.897491564882905823e-01 -2.059388179773968020e+01
-4.400915657921857793e-01 2.107776714097158721e-01 2.826040026521748350e-01 -2.038542649083481351e+01
-3.377789132764228430e-01 1.673966523765748615e-01 2.674636013490269693e-01 -2.112687908047367813e+01
-6.856899673190900435e-01 2.283983487623336972e-01 2.908005681370984807e-01 -2.113745778205096570e+01
-5.043940089712815045e-01 1.600602298320212280e-01 2.900537693815404827e-01 -2.024723902323975011e+01
-6.538976230337184559e-01 2.259292977857935147e-01 2.766599116624688937e-01 -2.101490875815450110e+01
-5.959407735323043465e-01 1.497695050454357912e-01 2.436933883215518792e-01 -2.273112497661752940e+01
-4.496720593267656829e-01 2.274555632453447995e-01 2.807810280703354477e-01 -2.084709989315519607e+01
-8.250961458724999087e-01 2.231452034463763667e-01 2.806592055938796348e-01 -2.227239553728347943e+01
-6.824014730523472183e-01 1.516080723593473401e-01 3.398193296578172484e-01 -2.215721172531222649e+01
-7.671970281132338698e-01 2.010632022326883650e-01 2.540309409179725142e-01 -2.238463014508503335e+01
-6.679008115419363678e-01 8.809731625241123965e-02 3.631900868120668813e-01 -2.547069821139942292e+01
-6.610827740268871988e-01 2.324264475168648370e-01 2.928390512092779452e-01 -2.115906509687077630e+01
-8.426557598979799169e-01 1.739279154542446582e-01 3.094171173298381206e-01 -2.197094824699806281e+01
-4.760663823442960463e-01 1.280606235702191897e-01 3.084839164666151601e-01 -2.146480319022379391e+01
-6.676635580662051428e-01 2.017597521269730299e-01 2.806237791015374072e-01 -2.047436431364409515e+01
-4.951439993599495715e-01 2.371365745762820110e-01 2.806360409849180115e-01 -2.112710753085111648e+01
-7.094125554626361518e-01 2.409085946879621631e-01 2.797275778661810208e-01 -2.188670009492889079e+01
-1.007297774694482229e+00 1.339041968241089786e-01 3.261904266220062021e-01 -2.518435577995770913e+01
-2.517144538428905398e-01 1.754433541933294316e-01 3.030089403971452100e-01 -2.154231989954788418e+01
-4.853672115684434241e-01 1.918052389589751661e-01 2.616480185266616409e-01 -2.047034194617843283e+01
-6.068919132357133428e-01 2.173421536478360172e-01 2.315751884385746084e-01 -2.349617422240191189e+01
-5.515094513069394022e-01 2.126807341798501172e-01 2.567696454099819281e-01 -2.098398834920725164e+01
-7.046957250852925458e-01 1.989767169803541291e-01 2.533562401849025481e-01 -2.176208825424889071e+01
-3.702389638815325457e-01 1.886103501497015666e-01 2.781844285917375870e-01 -2.049025466938646289e+01
-5.816703627848825997e-01 8.955030206099484635e-02 3.438602502973630015e-01 -2.433529398552615675e+01
-6.042693058478953994e-01 1.669502168658916763e-01 2.673232034639044796e-01 -2.061199898386832885e+01
-6.502688206462337028e-01 1.863224300763786367e-01 2.762947817398195283e-01 -2.036382467720471112e+01
-5.584154138494500375e-01 1.709502727361187080e-01 2.845646862359094142e-01 -2.008482165254078922e+01
-6.265812532490184772e-01 1.677964793195376447e-01 3.236537882462873217e-01 -2.101940392539505709e+01
-3.625273065143862494e-01 1.515765325843227707e-01 2.608883045029021797e-01 -2.166061413660453638e+01
-6.069209939316011493e-01 2.663865650189764511e-01 3.315011305297425603e-01 -2.342307924218879833e+01
-6.282528513286143035e-01 1.612273505460165846e-01 2.592334804886266553e-01 -2.124240120828347500e+01
-7.584109411266756196e-01 2.100071340548235466e-01 2.852340193611466179e-01 -2.120436180513326008e+01
-5.353708737217690583e-01 1.572472181327970731e-01 2.814564653278424644e-01 -2.034969495610527801e+01
-2.687469110090123237e-01 1.893737117636009604e-01 3.108419226625383502e-01 -2.155357345735303554e+01
-5.090624410499504648e-01 2.412762214592993892e-01 2.689584384731685263e-01 -2.155222691847368566e+01
-4.909508759858564053e-01 1.842142612586439021e-01 2.756492293716310549e-01 -2.006387215248761180e+01
-6.093120136059910763e-01 1.817076470173717428e-01 2.625898562470153075e-01 -2.061509361015418307e+01
-4.509794994223321196e-01 1.235874967325755469e-01 3.563966008849842049e-01 -2.351960187953130443e+01
-5.275720320858729995e-01 1.416867499321622925e-01 2.631763792967211080e-01 -2.145276158631373065e+01
-6.715682031037796262e-01 1.441334875754602673e-01 3.165006827585195581e-01 -2.140883017456462767e+01
-4.426527964775337498e-01 1.557420925419624180e-01 2.874645666416406620e-01 -2.045896513242912462e+01
-4.535288157151152189e-01 1.527980154341672114e-01 3.153893973670969242e-01 -2.092269684951654440e+01
-1.759780807429429661e-01 1.888699405230186423e-01 3.088978648654729375e-01 -2.248453225356568197e+01
-6.308153633911990354e-01 1.336624618984686708e-01 3.038919923314606364e-01 -2.134497151503220991e+01
-5.208752743800192375e-01 2.093732867310053036e-01 2.914617246805820128e-01 -2.021487301972520356e+01
-6.897905416778224996e-01 2.172926597793418679e-01 2.744187153450783900e-01 -2.101511903319408603e+01
-5.514106026431604413e-01 1.806964823218455973e-01 2.958779330048161849e-01 -2.004593610187128050e+01
-6.421813854297886426e-01 1.615808029942618629e-01 2.872251749931980513e-01 -2.048659589939694214e+01
-5.242171466715066508e-01 1.481064278831788206e-01 3.197848473177275497e-01 -2.107731794405481907e+01
-5.696001609145162625e-01 1.365877085483378217e-01 2.970233421434834709e-01 -2.100633515542075713e+01
-3.215394142531278199e-01 7.692151896874824257e-02 3.543175642319235097e-01 -2.594644780758084579e+01
-6.449795677867892207e-01 2.447344957237982954e-01 2.893128364112860784e-01 -2.160753167171880662e+01
-8.599189264711921687e-01 1.932468004478886947e-01 3.033182057026753142e-01 -2.203325348245033410e+01
-7.069658668343967722e-01 1.850871077633080841e-01 2.809831818398467185e-01 -2.064420482635082621e+01
-3.818631444286185728e-01 1.895839373222975577e-01 2.581565147002599092e-01 -2.102475275741930005e+01
-3.584384913810461093e-01 2.315704508089063696e-01 2.721536801857282195e-01 -2.163510986700343608e+01
-6.300088403288862660e-01 2.139107205238576503e-01 2.784798667237163849e-01 -2.053357497542645760e+01
-8.091912718650733360e-01 1.791344817245552057e-01 2.884787089004827165e-01 -2.150889918721488314e+01
-5.964209023258280062e-01 1.483663954464248813e-01 2.812213520054466787e-01 -2.073125560572169235e+01
-6.377508382083364458e-01 1.682467100837082286e-01 3.499192180769014060e-01 -2.231228232840146219e+01
-6.431245517643798815e-01 2.116524792449109849e-01 2.969459960197806114e-01 -2.052940994182223022e+01
-5.357020651083072016e-01 1.721131331646802431e-01 2.712278327556555957e-01 -2.024262728063929728e+01
-4.872315026023097406e-01 1.361859505064704212e-01 2.987760116653183085e-01 -2.100935476408178459e+01
-1.521081380372486525e-01 2.042062223457207781e-01 3.104234944196059831e-01 -2.299007734126767843e+01
-5.775365767844126141e-01 1.989425792977076168e-01 2.772745564401567497e-01 -2.013621549179922354e+01
-5.601923476643738686e-01 1.937911765379788931e-01 3.019636495710256163e-01 -2.017579650750751696e+01
-7.859723782838693440e-01 1.515333428400025551e-01 3.282533865338136403e-01 -2.229086069351878407e+01
-5.505637954583704197e-01 1.942891526613584885e-01 3.399923301357127281e-01 -2.163204117885455702e+01
-4.791199893141105948e-01 1.929345579052907378e-01 2.964758082424571728e-01 -2.011026412417104581e+01
-5.615574955880204833e-01 2.176950088841375364e-01 2.415581307063715544e-01 -2.223814401617023506e+01
-3.194258851935337651e-01 1.408126415986936386e-01 2.534058272276772938e-01 -2.295169421786807362e+01
-9.185903525383914969e-01 1.844673414577658599e-01 2.694082103231489334e-01 -2.357266911354668082e+01
-2.927360842479113101e-01 2.078380383417654520e-01 2.841169672742547836e-01 -2.126966776185756558e+01
-5.842380665726276678e-01 1.585439401122379077e-01 3.073222451588239479e-01 -2.055181729531519252e+01
-3.668279532539052701e-01 1.129212553450202883e-01 2.787745575986876889e-01 -2.282000396292371747e+01
-6.383838861629663741e-01 1.673547798473369597e-01 2.481244529342843119e-01 -2.191673417844128835e+01
-4.128674457237736517e-01 1.494097581863000346e-01 2.598798596939825845e-01 -2.151124078083140390e+01
-5.634284782895067067e-01 1.465014017740421948e-01 3.300074420017576893e-01 -2.151762600201252340e+01
-4.862629474373832417e-01 1.425997344337500972e-01 2.837772640098799593e-01 -2.079463199844487065e+01
-8.148404211298689859e-01 1.706459517197495557e-01 2.976950970641282224e-01 -2.162086679681665302e+01
-6.501760076008584743e-01 1.398010365157100199e-01 2.537048806948899449e-01 -2.263518601769095540e+01
-5.033669455936489179e-01 2.928938700535046458e-01 2.871221597730772568e-01 -2.476832844332466266e+01
-4.892864984791035488e-01 1.164501257342559770e-01 2.725334008520853279e-01 -2.241844833674032600e+01
-2.159426119235647312e-01 1.885198965602756238e-01 3.612317535757461062e-01 -2.426379999983797475e+01
-5.325815127911872615e-01 2.669597568322966685e-01 2.671440345076461775e-01 -2.323110564252902677e+01
-4.500480703577123265e-01 1.881602941510637228e-01 2.869141719077192287e-01 -2.007808914634861708e+01
-5.785682262509801443e-01 1.966104925627785438e-01 2.845346826959253006e-01 -2.005831898617044118e+01
-5.981742350132063235e-01 1.299891052209850018e-01 3.074563667849658510e-01 -2.143253451435754187e+01
-6.849266602338300869e-01 2.227374665118626029e-01 2.646593485774640930e-01 -2.146705728860747087e+01
-7.040438220495266464e-01 1.891088854754911786e-01 3.128263739899261320e-01 -2.089192891924642836e+01
-3.788540981522726669e-01 1.649990362694753465e-01 2.711673783322864906e-01 -2.077202912918402689e+01
-3.436766073307126468e-01 1.201773335792574310e-01 2.933128357477842174e-01 -2.225438589596627281e+01
-3.521292452746880852e-01 1.979452926182440620e-01 2.824432481360446556e-01 -2.063817831588179175e+01
-5.759519029114581468e-01 1.440315161814308131e-01 3.187537183907255822e-01 -2.118263668894576313e+01
-4.512293193596819685e-01 1.770327065399078248e-01 3.311818070302868233e-01 -2.126649229722039536e+01
-2.922812224844547613e-01 2.010256767648943288e-01 3.190032022102357034e-01 -2.171573828544232398e+01
-5.353334473927664483e-01 1.458065972509715869e-01 3.135135574867554675e-01 -2.094509882580083371e+01
-8.035578247890923231e-01 9.894684240787456064e-02 2.970513097962936833e-01 -2.446425727482165868e+01
-5.349063472365959138e-01 1.459377855903521148e-01 3.462264756803651311e-01 -2.229250605539492369e+01
-5.880440133341769959e-01 2.095549032063572514e-01 2.792559379227433913e-01 -2.029483614372093570e+01
-6.884263108834496325e-01 1.385002507864286914e-01 2.653037234375422160e-01 -2.219378536739583296e+01
-3.599990384994425363e-01 2.409905864012876209e-01 3.177594252887220860e-01 -2.228970770161658876e+01
-6.766028090695388464e-01 1.925887903795389655e-01 2.731668488191524857e-01 -2.059261728808629144e+01
-7.934081512938475633e-01 1.514924902729916645e-01 3.138441533695967012e-01 -2.196227667317932131e+01
-3.639768898084839721e-01 1.402158581018164152e-01 2.485970619213870580e-01 -2.302698932771693308e+01
-4.071669710387076369e-01 1.775970678998412544e-01 3.127873925326369320e-01 -2.069133459228507022e+01
-7.351287491380171790e-01 2.109619380277267253e-01 3.144434268744221717e-01 -2.134305161623228031e+01
-4.694340773476632367e-01 1.718073119978257568e-01 2.737606964982530200e-01 -2.023328353417818803e+01
-3.925106197028785937e-01 1.701437661332388385e-01 2.708833720708796466e-01 -2.061261810415990325e+01
-4.396732031306478383e-01 1.798618786505008227e-01 3.129468278456657981e-01 -2.057152705023963080e+01
-7.902077982742357065e-01 2.521935343450014688e-01 3.013852380649296170e-01 -2.289513973214690168e+01
-4.262739756927239054e-01 2.134240718107021095e-01 2.813017088401936205e-01 -2.050660854941097000e+01
-2.853532588173530171e-01 1.746395012686003390e-01 3.246826400346719543e-01 -2.184981574138097926e+01
-1.571359834607777006e-01 2.127509016967850108e-01 3.242019192550578688e-01 -2.344887432820539885e+01
-4.099706747940251583e-01 1.813201259218502615e-01 3.190394606841395198e-01 -2.088487488457755603e+01
-6.061546168832560033e-01 2.273602131983828989e-01 2.687945480806676612e-01 -2.106453945334469324e+01
-8.804200862031255070e-01 1.556229934772720980e-01 3.414356746610574533e-01 -2.352001950335516867e+01
-8.637887589047625880e-01 2.016643281700925272e-01 2.750628543593170994e-01 -2.250455071589734857e+01
-7.703201268331451024e-01 2.526650184864434601e-01 2.923979930316234488e-01 -2.276476883802045847e+01
-6.157079382938832612e-01 2.041170093605134128e-01 2.454951953334176817e-01 -2.178940147391691085e+01
-6.228505544328443166e-01 1.576975188556731799e-01 3.216638466768885762e-01 -2.107769298103431765e+01
-6.446635380496863466e-01 1.367977268613759234e-01 2.712868249334263182e-01 -2.169249456976750068e+01
-1.323059823816986613e-01 1.455039141675494307e-01 3.046306115831981520e-01 -2.343118130455517090e+01
-5.585486573607909566e-01 1.939439573218583734e-01 2.704880333229297551e-01 -2.019237172902020561e+01
-2.937627535005964408e-01 2.143829932008357309e-01 2.426336665378663049e-01 -2.326072629953647208e+01
-5.303332551826164254e-01 1.913003071339423045e-01 2.841382385138263023e-01 -1.997419034571854368e+01
-5.282344373302697571e-01 2.032763198077776057e-01 2.619138356074505736e-01 -2.053974556665649587e+01
-5.095860978125463792e-01 1.026978684828865895e-01 3.031460433371910290e-01 -2.267314636842074194e+01
-4.322997626137825566e-01 1.071876853172565869e-01 2.764316746698981531e-01 -2.299867869418088162e+01
-1.966104669347533696e-01 1.114077559447611415e-01 2.947173001646519741e-01 -2.405254859314832316e+01
-6.350796800654420204e-01 1.863082767509627036e-01 2.587904536849189863e-01 -2.089817626521132610e+01
-4.529557395212273629e-01 2.196489921061826056e-01 2.986710979197880755e-01 -2.066457055285742328e+01
-7.995302234804178010e-01 1.498882383111147798e-01 2.989247018678365952e-01 -2.190785536451309667e+01
-3.603467202385219337e-01 2.010870128755374020e-01 3.084870543274582100e-01 -2.092030399375311944e+01
-4.905545166177562311e-01 1.713398094080748335e-01 2.862757950038988808e-01 -2.007215060957733499e+01
-6.332944765483983218e-01 2.244075919835755717e-01 3.028501130572454625e-01 -2.089837432393380112e+01
-6.495896077404784696e-01 1.588819406633721898e-01 2.919484362020061674e-01 -2.057140523295088741e+01
-5.468175015001152106e-01 1.822975529652254290e-01 2.712803101434991260e-01 -2.015299104357243465e+01
-7.216291309564737411e-01 2.029538723134328426e-01 2.936493318112101125e-01 -2.078491543385810303e+01
-4.335141627565708422e-01 1.369451763093898489e-01 2.950821556421043823e-01 -2.107766234831108321e+01
-3.197135826770802769e-01 1.692758726094276134e-01 2.533937433094808345e-01 -2.196132350750828977e+01
-5.963982517886956547e-01 1.800231052716840252e-01 2.452287662562070980e-01 -2.169176696146082506e+01
-3.268577790809324424e-01 2.145811911943031891e-01 2.759192370306473574e-01 -2.121954728978948879e+01
-5.961659962013655667e-01 1.248348628731843768e-01 3.336151803472788835e-01 -2.235763179008942814e+01
-7.011032870698459263e-01 1.671990912938401963e-01 2.767508577541706871e-01 -2.087423266414803535e+01
-5.326512824910442090e-01 1.687038202879645177e-01 3.230562077160928358e-01 -2.085523053591835207e+01
-3.362093841479487644e-01 1.291454144796385095e-01 3.355659422719016738e-01 -2.276823758474758463e+01
-6.781312547476501251e-01 1.480786419210016747e-01 3.200049697278908312e-01 -2.143521486942698218e+01
-6.999154960890858757e-01 1.771642165724970908e-01 2.994209523824996055e-01 -2.062593858435445782e+01
-3.825110938149832163e-01 1.593816788302118426e-01 2.722998494405080017e-01 -2.084472323581656994e+01
-7.502065875219402491e-01 1.128149480041556879e-01 3.127985778435408704e-01 -2.306659386749580065e+01
-5.109291458470519576e-01 2.037914255478406322e-01 2.937928556201510055e-01 -2.014805310911549086e+01
-6.247011844293397509e-01 2.370662682592430126e-01 2.578130911211505838e-01 -2.203450296619694626e+01
-8.078128672159171630e-01 1.470253393268818598e-01 2.911289844432774498e-01 -2.212837374696408332e+01
-6.257400183837515950e-01 1.448834520363473100e-01 2.778123979160295187e-01 -2.103703096652202120e+01
-2.318013920952383677e-01 1.821886668305785495e-01 2.940163008877891837e-01 -2.163925509735663866e+01
-1.919839323945566889e-01 2.435072173129437800e-01 2.923094248188229383e-01 -2.361029180531323490e+01
-5.549344881896595139e-01 1.724570071179434838e-01 2.696235446120489598e-01 -2.030463345971439182e+01
-3.877595402747618936e-02 1.323256321015149062e-01 3.000749651151539688e-01 -2.530722866141777772e+01
-1.004308080930919722e+00 1.834141832048366005e-01 3.135031175860095165e-01 -2.402645079384681637e+01
-6.678600271079515593e-01 2.033194294222597787e-01 3.264689690233271158e-01 -2.130641013026320607e+01
-3.155392263226814431e-01 1.936847518335365892e-01 3.285399523653327880e-01 -2.183255698834292602e+01
-2.874240559124244809e-01 1.773758665834770654e-01 2.829444462562068496e-01 -2.110890323591000239e+01
-5.038727828896856220e-01 1.491895499879569431e-01 2.758080194846063704e-01 -2.068365005097848552e+01
-3.516411921586989342e-01 1.633412405988582949e-01 2.454837752234485526e-01 -2.244336562729715467e+01
-5.002186163407832398e-01 2.226777216229433032e-01 2.664154073297860803e-01 -2.085724917907236886e+01
-8.411585656543935086e-01 1.879469332877894971e-01 2.916389394761861875e-01 -2.180260026863042810e+01
-6.874151671361941052e-01 2.304732802360076882e-01 3.232042616978927363e-01 -2.184285497853468883e+01
-2.652830158658335269e-01 2.182185840452131043e-01 2.985690412388405379e-01 -2.182651031217114124e+01
-6.269005209367971565e-01 1.960655948448755681e-01 2.736294191905013218e-01 -2.033360873911600208e+01
-5.439701668517676891e-01 2.204541197558775034e-01 2.491868948133642570e-01 -2.166800317673770593e+01
-6.219320004443008587e-01 2.078847457909048513e-01 2.711930304499809430e-01 -2.052050586959434142e+01
-8.947589871910199832e-01 1.967501556611727653e-01 3.288002363478969570e-01 -2.295943406774247819e+01
-4.351110947494995496e-01 2.053765965570388818e-01 2.555097858258854604e-01 -2.104283338191495289e+01
-6.851956220718289359e-01 1.854610304164565626e-01 2.242152183128718335e-01 -2.487607849372858837e+01
-7.257448331719912327e-01 2.290449015614590134e-01 2.825484161576959363e-01 -2.147652376735043589e+01
-6.639140799724054798e-01 2.318976639622969960e-01 2.847443225855569304e-01 -2.116924059701054617e+01
-4.781905253102923803e-01 1.653591599407409074e-01 2.760737604512095156e-01 -2.027743393001194860e+01
-6.462810238979468380e-01 2.117807629286558857e-01 2.625678673570083221e-01 -2.101722480618178679e+01
-3.531906555636048495e-01 1.465464117191050408e-01 3.109130366811033719e-01 -2.135978920517005619e+01
-5.436972459934725777e-01 1.991475245935566685e-01 2.633385677277005898e-01 -2.044178517173835985e+01
-7.256874476662118489e-01 2.183890601668074527e-01 2.925918915754751048e-01 -2.109906854282758104e+01
-7.344140050739317305e-01 1.828143980242067090e-01 2.782139896600885898e-01 -2.091893346552635791e+01
-5.205817413556361739e-01 1.292359069159464413e-01 3.534803329441927877e-01 -2.310227670411889633e+01
-6.235366860277883339e-01 1.770236126655876929e-01 3.031415458552073061e-01 -2.032946174808180118e+01
-5.672682756663501857e-01 2.620923721478743973e-01 3.595138185543540477e-01 -2.452439456968727072e+01
-7.963140605847337516e-01 1.631880159805579877e-01 2.584902920113523184e-01 -2.278544017217859974e+01
-5.815061212248910927e-01 1.489908762034579670e-01 2.667349470202851625e-01 -2.108250950824080405e+01
-6.202483056060494881e-01 1.986920489743050633e-01 2.878520583137695321e-01 -2.018900767500783644e+01
-3.976276783870738574e-01 1.595804761395686056e-01 3.741126434636462550e-01 -2.406732215178294965e+01
-3.398672803620947369e-01 1.449513663767316995e-01 2.408110931824358203e-01 -2.374902408454028446e+01
-6.001868034026636156e-01 1.770775399446883336e-01 2.396479012404053310e-01 -2.228440342087109372e+01
-4.467661467324844371e-01 2.271394831869499864e-01 2.419853888167198819e-01 -2.261758716129142854e+01
-4.414740776365156383e-01 1.807313719436934307e-01 2.855734140970333512e-01 -2.010925974573758168e+01
-4.238644133265571101e-01 1.530782409499542585e-01 2.908728954835778646e-01 -2.058822616493986501e+01
-6.381120688053433243e-01 1.267450872026539277e-01 3.208795735784475411e-01 -2.197275162981013708e+01
-4.512309681417775997e-01 2.026695996389566434e-01 3.325278274829300273e-01 -2.146603541684941518e+01
-6.139592649515677181e-01 1.787784993968276614e-01 2.459718988852652166e-01 -2.172899619351953149e+01
-5.620033764578168389e-01 1.457622640041789930e-01 2.622056745843128200e-01 -2.137712449022667727e+01
-3.132859463286235546e-01 1.759244287968367848e-01 2.720894593663613636e-01 -2.107303064122962155e+01
-6.604430285039545323e-01 1.394765281970570536e-01 2.884204394319029863e-01 -2.123905253021062833e+01
-4.682496357635733131e-01 2.123224163829735278e-01 2.700846316665751479e-01 -2.051331113150490637e+01
-6.608962336277411920e-01 2.278889088140224617e-01 2.797059409652954409e-01 -2.106560010235559943e+01
-8.391302151255465303e-01 1.564398092923477701e-01 2.629137102281541849e-01 -2.328043639263468734e+01
-2.648867819674061708e-01 1.551522622968867227e-01 2.785333568133042670e-01 -2.175051179741228680e+01
-2.266769187589155465e-01 1.899551969482151104e-01 2.801617563975777880e-01 -2.178953212545389917e+01
-3.949378092644898475e-01 2.239433440929922414e-01 3.899256184798387537e-01 -2.563907734001066530e+01
-3.849885924609268706e-01 1.430129336465135736e-01 3.271059922534184095e-01 -2.179188441917644425e+01
-1.171661423682556769e-01 1.498201374446905820e-01 3.223508802390079309e-01 -2.380853798575793689e+01
-6.893612592830000718e-01 2.115969384466618031e-01 2.927880246559512178e-01 -2.071575058026473215e+01
-5.586210188431651735e-01 2.691824653516724508e-01 3.326466324954311382e-01 -2.358259340480663724e+01
-4.697099073676593850e-01 2.127190610763785295e-01 3.107093924061467005e-01 -2.073021650216028178e+01
-4.687160381908696549e-01 2.415693389851648887e-01 3.329317771589360708e-01 -2.243343623374666507e+01
-3.072384819944638523e-01 1.436505233278199400e-01 3.224044010426463935e-01 -2.205083322853725392e+01
-5.837103991716181550e-01 1.563540499160865904e-01 2.973268778698904824e-01 -2.043374115821373138e+01
-6.185164682015922288e-01 1.897250978683336642e-01 2.648667053358743084e-01 -2.053432987660681519e+01
-6.783031320771907291e-01 2.236247767051899593e-01 2.910795811189252902e-01 -2.094644364200955167e+01
-6.474284647953816307e-01 2.443195406134749947e-01 2.715436420465116574e-01 -2.189826161558755402e+01
-2.107716305502180809e-01 2.344874082967911832e-01 2.839194907678679325e-01 -2.302898265859611016e+01
-7.106206861820514309e-01 1.791618366709739618e-01 3.517532767577246644e-01 -2.261730440905684247e+01
-5.081889816237936675e-01 1.869898871413327446e-01 2.773530922994886239e-01 -2.002007192046856687e+01
-4.348637276701949328e-01 2.159548089204785526e-01 2.868622631636735809e-01 -2.052150062352406223e+01
-5.669428546564756477e-01 1.838771180910544478e-01 2.837737494386948223e-01 -2.000065661773601633e+01
-3.585891631890954501e-01 1.816682852353421196e-01 3.007939635135900569e-01 -2.063626785076126424e+01
-5.296441316253304166e-01 1.751476093770453213e-01 2.623313836914767938e-01 -2.050225256373970950e+01
-6.526396915406991184e-01 1.996848946316968909e-01 2.637729159878161589e-01 -2.080741657671334011e+01
-6.101318349275371977e-01 2.181630013292128190e-01 2.931891721016710584e-01 -2.053051166540653938e+01
-6.870581280725879258e-01 1.581144451959067276e-01 2.544917953387469400e-01 -2.205570811423011079e+01
-5.741944455100894684e-01 2.328933877933861973e-01 2.469480235903753762e-01 -2.239692834775492614e+01
-2.589944277704739894e-01 1.888829916971108136e-01 3.102957543587411826e-01 -2.162582300499553511e+01
-4.835977840808782235e-01 2.128901916829692431e-01 2.814987865739918549e-01 -2.032047200169941448e+01
-8.603946066534482462e-01 2.526599146046641930e-01 2.862018452253615175e-01 -2.378291829217805287e+01
-7.879310850388518972e-01 1.671614058720534424e-01 2.751468696954942894e-01 -2.172509930369958653e+01
-6.025720248309326399e-01 1.825381474903517987e-01 3.318140091424258697e-01 -2.123204136183470325e+01
-5.111454978551596140e-01 2.085352074691575464e-01 2.488990016639859859e-01 -2.135197391710865134e+01
-6.710069010892414365e-01 2.530150984198494823e-01 2.541330276247316666e-01 -2.344590742018095852e+01
-8.082950203257130983e-01 2.064959399503668858e-01 2.631171120770856020e-01 -2.237466800874127060e+01
-5.868308330716354160e-01 1.755680098983563586e-01 2.801479058467641892e-01 -2.012188314511166354e+01
-3.955030500297483931e-01 1.605393606763708403e-01 3.120590840257557175e-01 -2.088358673953786848e+01
-2.901479547034924722e-01 1.654321114963048511e-01 3.121615769768336657e-01 -2.147668622794460447e+01
-3.425450523594884000e-01 1.839628149266774315e-01 2.575231337728499659e-01 -2.134570380127881606e+01
-5.070890319887879638e-01 1.726975031909383784e-01 2.860613020282317120e-01 -2.004072185773613413e+01
-4.965846828117621570e-01 2.131605235941308185e-01 2.841707910388661107e-01 -2.029507463111674781e+01
-2.512811117210623779e-01 2.269392576854865895e-01 3.640395170266448321e-01 -2.477388873118415091e+01
-6.764291128497016414e-01 1.706121605015515630e-01 3.069117935212498649e-01 -2.067911177174696036e+01
-5.370771546379280448e-01 1.631946177861852698e-01 2.913797694887316769e-01 -2.018758549330760843e+01
-4.078219179286154406e-01 2.310932276634807825e-01 3.104576390470826786e-01 -2.144986555716467436e+01
-5.125455821911284460e-01 1.752351319419639397e-01 3.058954822222811343e-01 -2.025640229132526926e+01
-7.279583000597930065e-01 1.907419229745038192e-01 2.677779156815238149e-01 -2.115671590981600403e+01
-4.621934015933770179e-01 1.548921496586636859e-01 2.889425001422598616e-01 -2.042653940463898365e+01
-6.990971267003940337e-01 1.660592233283172126e-01 3.038468799790472463e-01 -2.080568649953907112e+01
-4.724685156471048475e-01 1.786538158513525376e-01 2.875394658825011218e-01 -2.003838366509478419e+01
-8.637808523633669910e-01 2.485713284834295822e-01 3.069111689309311775e-01 -2.346144294586937562e+01
-2.690830523793060758e-01 1.325933263228363801e-01 3.197872060976566511e-01 -2.258095196236900648e+01
-5.730236827901261654e-01 2.041950210073036065e-01 3.079645368210219836e-01 -2.044131794074351305e+01
-3.999220189977997775e-01 2.052984121724447664e-01 2.814170947955476065e-01 -2.045978674532582176e+01
-3.943077364065818990e-01 1.936498374215340768e-01 3.659245603515321466e-01 -2.349855453762775781e+01
-4.294815968805218986e-01 2.108283553850401337e-01 2.830511783270968085e-01 -2.042480418467710024e+01
-3.915906775360360470e-01 1.737254718452650448e-01 2.834655014607785350e-01 -2.037392275315957590e+01
-9.507476847118678798e-01 2.118771076319547197e-01 3.395964655381318864e-01 -2.411439122029528193e+01
-4.419021376789351030e-01 1.611601435646772273e-01 3.435387601113071843e-01 -2.202906173050999783e+01
-2.404420432674413965e-01 2.858657801220738093e-01 3.696724693050936761e-01 -2.761646835503911035e+01
-4.730175639511765562e-01 2.507084090183027691e-01 3.553311952312879773e-01 -2.391849994689782832e+01
-7.558765068470055803e-01 1.768036315038822859e-01 2.993698873726355347e-01 -2.102359814939728011e+01
-5.585913769299890586e-01 1.636246217660842772e-01 3.022669194693696770e-01 -2.032144339880317574e+01
-6.056744411874624978e-01 1.504996452334804724e-01 2.648011975498226755e-01 -2.119975503784601045e+01
-5.466216891473558714e-01 1.515544805546709117e-01 3.290892198294818605e-01 -2.135859798282922029e+01
-6.284049418953465693e-01 2.110068602759685163e-01 2.818725322564034630e-01 -2.042601505138187079e+01
-5.506274166445482843e-01 2.441663426448434648e-01 2.589284147151329485e-01 -2.213494214192575527e+01
-7.958586277709444046e-01 2.179228760740192783e-01 3.072054783849030302e-01 -2.177681454359338886e+01
-5.142721171410942205e-01 1.774136793164899917e-01 2.658811198677233367e-01 -2.033369858841523126e+01
-6.908910271710024809e-01 1.979335792629962620e-01 2.999085919708158188e-01 -2.059749259127061549e+01
-4.869623337254639361e-01 1.722494439725156534e-01 2.798235588669245044e-01 -2.010231255284695706e+01
-3.415297596429078819e-01 1.783590708018311932e-01 3.227060241227124315e-01 -2.137373910340796712e+01
