# slope intercept sigma lnLike
-7.069099593975605167e-01 2.146263797559240794e-01 2.753126902561671696e-01 -2.104829198932280221e+01
-7.860942694057355684e-01 2.086861820438589976e-01 3.266719933978964319e-01 -2.204668441247264354e+01
-8.140558320014532612e-01 2.204494953825454906e-01 3.112516028113502808e-01 -2.206787957695373237e+01
-2.913371502613992248e-01 1.360080059011577469e-01 3.290537569301181242e-01 -2.259701265129641001e+01
-6.438042923318414434e-01 1.609982049791212066e-01 2.898818124458661938e-01 -2.049843072802951127e+01
-3.503773872662886424e-01 2.386447756757053285e-01 2.977361438704116403e-01 -2.183065181737330818e+01
-5.243754041588135628e-01 1.929838492891695900e-01 2.945092402559528755e-01 -2.003589393964954013e+01
-4.383604726535509921e-01 2.297462991038522473e-01 2.940477874892185595e-01 -2.097539371153891707e+01
-7.244835410938873510e-01 2.235920648416180323e-01 3.260236860851734586e-01 -2.193362840374423683e+01
-5.520532381735896443e-01 2.456460652509921405e-01 2.853745224369240163e-01 -2.145948912861811664e+01
-2.930042700525814503e-01 2.327330427015295300e-01 2.727420820620186093e-01 -2.223777494812764033e+01
-5.871606425720075073e-01 1.932622698219600421e-01 2.728003664534198736e-01 -2.019523116631564719e+01
-8.262255647436397288e-01 2.022029325863899385e-01 2.828370582380818066e-01 -2.181653963030948518e+01
-5.660012595217929210e-01 2.037425635969066229e-01 3.481968722011089534e-01 -2.218877276236195684e+01
-3.761428685844561692e-01 2.292934944481168080e-01 3.058968908893259231e-01 -2.143897515671455167e+01
-2.310858337202119084e-01 2.795824928662365427e-01 3.064178727809817593e-01 -2.534665517827621883e+01
-8.596503408741310581e-01 1.674449477881213566e-01 2.692320722922822429e-01 -2.289311815045633480e+01
-7.845979003714940170e-01 2.065120228413627468e-01 2.933972820504263668e-01 -2.134275167994342226e+01
-5.133158282547803930e-01 1.958378545359509559e-01 2.627491656397152875e-01 -2.042340350811755201e+01
-4.761398714128487475e-01 2.200130885668607761e-01 2.846792478928746872e-01 -2.050979980787917611e+01
-4.803294501982402487e-01 2.130329049281986520e-01 2.405911121051494961e-01 -2.216702508366537572e+01
-3.262555567264508460e-01 2.279090296978459884e-01 3.302794231005307668e-01 -2.250244528515558784e+01
-5.505832340769000188e-01 2.072981398009013931e-01 3.176606848686690521e-01 -2.077725213312270824e+01
-5.242030571565138297e-01 1.880219255838435910e-01 2.998788386265589523e-01 -2.009619109165825179e+01
-4.342392173280420486e-01 2.237935945205472010e-01 2.707155271778566297e-01 -2.094269351417787206e+01
-5.540251201412607074e-01 2.025202205019166479e-01 2.665891481603149815e-01 -2.038052193337175666e+01
-5.903708762648474107e-01 2.091490179185324094e-01 3.167459582925871708e-01 -2.081364172927898792e+01
-4.931104155515532717e-01 1.963130104204851012e-01 3.335226709219591967e-01 -2.135456427204751151e+01
-7.733142714671404905e-01 7.586731532992015137e-02 3.212586123878522493e-01 -2.562487128111884260e+01
-5.054738247393860684e-01 1.739400844546414859e-01 2.634209190716017002e-01 -2.047113206552375075e+01
-3.946022682090123412e-01 2.062333055584547048e-01 2.941454735230455975e-01 -2.053632497879573648e+01
-5.137110777803317596e-01 2.305525697261375517e-01 2.926504838253458640e-01 -2.082052479312423543e+01
-2.986866599332431704e-01 2.180340063368809977e-01 2.904347872498834748e-01 -2.145240587287022294e+01
-5.600585402587400230e-01 1.776609733024735460e-01 2.916775736115940210e-01 -2.002992607959485127e+01
-4.441406017395100325e-01 1.123936422296739068e-01 3.678475328256817778e-01 -2.455865733034412202e+01
-5.183982906708732852e-01 1.912392777155121348e-01 2.733362161835603543e-01 -2.008899389907779920e+01
-2.651697899290698102e-01 1.548760011716894536e-01 3.275239861383822948e-01 -2.231868432709303107e+01
-5.043023231278429552e-01 1.531869466466621865e-01 3.288758292901979852e-01 -2.132724115672004217e+01
-7.740986454997137445e-01 2.154864787073891286e-01 2.907106827733275112e-01 -2.141842061102535411e+01
-6.173939813783526631e-01 2.099603096004144520e-01 3.047293635374155873e-01 -2.054455434620825471e+01
-6.553423881619874214e-01 1.745289822160144277e-01 3.088547807207157048e-01 -2.058960338516563837e+01
-2.463691907453534058e-01 2.036716355661214173e-01 3.343535954663279797e-01 -2.274661548665724808e+01
-7.660246287635145146e-01 1.823309802809516267e-01 3.122658186890424625e-01 -2.128554867571882525e+01
-5.186863954047506997e-01 1.951124636995334727e-01 2.418288913300501997e-01 -2.174755926951970508e+01
-6.383894320196709105e-01 2.307571788481002639e-01 3.001116118321855986e-01 -2.107363760200180636e+01
-5.763262220543307057e-01 1.436788944997057504e-01 3.029267639216908226e-01 -2.082917366476979026e+01
-7.925095433708553294e-01 2.360803975498004248e-01 2.726366969946787955e-01 -2.261436268362275470e+01
-4.250272299142701105e-01 1.772807592817128297e-01 2.563912494406346276e-01 -2.094816237712004892e+01
-5.223431834634463256e-01 1.547692400232633103e-01 2.921256769980986046e-01 -2.036811470104689192e+01
-6.761465138290146948e-01 2.113468451330349496e-01 2.741269543795060160e-01 -2.079515599569684170e+01
-4.064534680697344804e-01 1.679195452902463581e-01 2.502510905703553279e-01 -2.158445218678161481e+01
-6.005773919652241943e-01 2.651289201446411226e-01 2.941535878100258738e-01 -2.259635199074870116e+01
-6.950150410700592918e-01 2.535885721258245296e-01 3.095859796089069915e-01 -2.242030534923493335e+01
-4.464866187942453379e-01 1.791168384400093627e-01 3.131173503987842999e-01 -2.055831408461917675e+01
-5.423310205231016701e-01 1.295014542943265790e-01 3.070768488403491925e-01 -2.135450914144127665e+01
-5.483470456621069022e-01 1.844344514033728066e-01 2.691103691600174597e-01 -2.020335123093792262e+01
-4.213538531575402035e-01 9.695202866677837816e-02 2.818124836906726882e-01 -2.358272173432930785e+01
-6.593981763794912743e-01 2.543438845963458261e-01 2.685764852554790583e-01 -2.263730256491921011e+01
-6.592312866480358746e-01 1.803041915129062478e-01 3.000113945267102733e-01 -2.039865756684461218e+01
-6.051405128686053736e-01 1.834294353469424765e-01 2.788767148233781690e-01 -2.013760504219918701e+01
-5.006083092259066003e-01 2.140706275870912223e-01 2.692452372879178824e-01 -2.052001428533098704e+01
-6.815609362777625968e-01 1.886076986030268410e-01 2.390815622992649159e-01 -2.279368430285020253e+01
-7.948535069271795983e-01 1.685485071499036869e-01 2.753139295632660022e-01 -2.177008098156979443e+01
-5.074684564014647625e-01 2.105803063629986538e-01 3.497972934003620304e-01 -2.240477397569331686e+01
-4.554586335229964811e-01 2.679854584877664481e-01 2.766402411595857425e-01 -2.311110725805881216e+01
-2.593647429170393148e-01 2.280800810977988979e-01 3.319369331524471001e-01 -2.308862635981146738e+01
-6.643884900667222926e-01 1.969621793876723259e-01 3.001899315083806918e-01 -2.045792969957786056e+01
-7.767671420198065668e-01 2.199330596273260940e-01 3.440714354143667442e-01 -2.293902244533193269e+01
-5.162840464629321335e-01 1.665722643312663731e-01 2.813191845566710980e-01 -2.014801633593985741e+01
-5.109664446436673613e-01 2.437481841159232498e-01 2.978402204029514944e-01 -2.141546472661300982e+01
-4.143735976924169950e-01 1.970445760904191712e-01 2.506966976650325529e-01 -2.131354812967929391e+01
-3.680942224101411142e-01 1.813867583793255245e-01 2.823713033957294116e-01 -2.046535114945310596e+01
-5.111033711411623326e-01 2.271592747028447490e-01 2.951039886687841229e-01 -2.072693654571258293e+01
-5.177453044056763432e-01 1.811726208187399989e-01 3.233065324844416333e-01 -2.080441332580319269e+01
-4.474983462591103356e-01 2.111329439585139245e-01 2.976383903470542491e-01 -2.045878243344188974e+01
-5.523280628116237212e-01 2.332557108518765743e-01 2.530487832433074846e-01 -2.192579604457663578e+01
-3.372379929555117672e-01 2.144307404378591464e-01 3.340589917453778424e-01 -2.225221337787454701e+01
-5.945397662588507437e-01 2.757472651261732022e-01 3.349869227074018241e-01 -2.405650540572807117e+01
-5.836320412397162372e-01 1.886576447122106648e-01 3.200696575258326071e-01 -2.071260001948891372e+01
-5.936055354333186207e-01 1.780202063283486125e-01 2.901620674535730360e-01 -2.008316409221420074e+01
-2.139155286494293651e-01 1.745753575644983513e-01 2.906430628523638537e-01 -2.186645120289282218e+01
-4.757166839391650526e-01 2.019344285384423177e-01 3.210160413499800747e-01 -2.089145429912357699e+01
-4.196448820267313362e-01 2.211356598421113095e-01 2.917790312799671271e-01 -2.074835494624993970e+01
-5.603337439670679210e-01 2.619271468002307146e-01 3.192694700044056977e-01 -2.274146058019174887e+01
-5.900480074944042252e-01 2.097018744462648132e-01 3.340524897655335335e-01 -2.154478488791211532e+01
-5.327499329692046981e-01 1.856307100739185145e-01 2.714361310853883880e-01 -2.012654353472751723e+01
-5.418414156423461137e-01 1.725444264407399453e-01 2.704046650830540521e-01 -2.026396288192320583e+01
-5.035128076161270450e-01 1.013972834986694022e-01 3.049983636573667667e-01 -2.275836066142848679e+01
-5.328246230599157363e-01 1.736368362486478134e-01 2.709988699281106195e-01 -2.022581152345206590e+01
-6.381945481019881683e-01 1.963609580380598352e-01 3.075673780282687231e-01 -2.049568019320182088e+01
-5.720981526233930303e-01 2.203468044971432505e-01 3.235750181624952315e-01 -2.128208684287992369e+01
-4.655907698403879413e-01 2.776523784415205753e-01 3.313220920938617642e-01 -2.415539169892004168e+01
-7.907168152892887214e-01 1.312391115429426824e-01 2.789234178213425563e-01 -2.290572734093547069e+01
-4.563275534006874801e-01 2.036954385773386278e-01 2.371620026504049628e-01 -2.236450666229210782e+01
-3.641450659543793988e-01 2.203098687252471599e-01 3.059454660140804583e-01 -2.123124737242014248e+01
-6.323448388475676474e-01 1.116107627493905796e-01 3.165463056116238905e-01 -2.252546794041317213e+01
-5.308993941977135922e-01 2.534446702686999897e-01 3.641509689535084027e-01 -2.445380242452415942e+01
-5.549225723136668176e-01 2.204870152609462730e-01 3.047792366593451985e-01 -2.068071457194572105e+01
-5.196129294129291365e-01 1.615806303403963806e-01 2.917296242540980966e-01 -2.021638603001364132e+01
-6.876146862126517600e-01 1.809089748713410550e-01 3.089384175456652559e-01 -2.070721402686786305e+01
-5.201445563063067379e-01 1.419570242742535515e-01 2.722254425426565150e-01 -2.105609078811657753e+01
-6.089083431700704763e-01 2.419056523688999372e-01 2.908126327703725034e-01 -2.135634751555462074e+01
-7.163470380607586119e-01 2.487354954484191083e-01 2.916028522892902819e-01 -2.216773107062149961e+01
-3.887448071829053275e-01 1.626479822128785724e-01 3.069534040284573329e-01 -2.075240171948224344e+01
-3.858683194226195656e-01 1.361939225496750505e-01 2.872319261046575312e-01 -2.132561887125665834e+01
-3.650097557162625406e-01 1.758712717875016707e-01 2.792449482887243151e-01 -2.054540319917732560e+01
-6.978062479942352958e-01 2.274391034984624416e-01 2.691739910344634334e-01 -2.154145408563491415e+01
-5.486806216440980322e-01 1.882598799657809463e-01 2.767300241883621781e-01 -2.003759854948287611e+01
-7.088384820785864626e-01 1.329852482129302016e-01 3.020798254736646316e-01 -2.176101382176513965e+01
-2.461882137252636715e-01 1.508090183858291078e-01 2.665255369324355250e-01 -2.249463807054457831e+01
-1.985160654162103078e-01 2.346322491229864415e-01 2.856370941265222729e-01 -2.317146649699957450e+01
-6.793101767732834251e-01 1.926233307775200299e-01 2.658340063980520473e-01 -2.084856227135242790e+01
-6.235986904120675023e-01 1.742540695283832375e-01 3.056856481514411694e-01 -2.040178733333982208e+01
-5.757213456967760212e-01 2.231364495787024615e-01 3.254977517516052243e-01 -2.143385457172672659e+01
-4.306003133913637315e-01 2.363499893003406238e-01 3.076843010145426383e-01 -2.147797692917388446e+01
-4.779736786529966697e-01 2.007267616745654071e-01 3.309018160133431197e-01 -2.130090652429532483e+01
-6.105823929845388687e-01 1.537721917483751422e-01 3.474948813098525102e-01 -2.229061838029405962e+01
-4.098306306494081119e-01 1.741710624921576356e-01 2.995551269791702498e-01 -2.038131576780725851e+01
-4.744711376977941431e-01 1.478454342218683826e-01 2.937133963113455759e-01 -2.060502016678494641e+01
-5.788440448658360715e-01 1.813431476532497977e-01 3.060236940681509976e-01 -2.026429940250772077e+01
-4.643245159775397091e-01 2.072048973888139800e-01 2.975695280101827711e-01 -2.033349757694006499e+01
-3.588678916150061515e-01 2.169663199824745092e-01 2.484192779382208283e-01 -2.222775270092409983e+01
-5.377022297588943678e-01 1.813581095953838707e-01 2.672446629180786348e-01 -2.026356028725565750e+01
-5.768354576699943337e-01 2.476507879796073786e-01 3.396426816506514790e-01 -2.287838601213237055e+01
-3.798212188200652539e-01 1.699057356096752291e-01 2.866115162689703011e-01 -2.046883925060658171e+01
-5.003433172782298932e-01 1.854721194044275379e-01 2.517233556680589235e-01 -2.098003940465811112e+01
-2.450010363985068440e-01 1.422708676576141529e-01 3.201572316497800497e-01 -2.251457929828447035e+01
-7.188105888475507799e-01 1.654195155686197238e-01 3.739556452047287927e-01 -2.409942746267321212e+01
-4.674983308515260338e-01 1.740798064190147154e-01 2.876063673140129562e-01 -2.008335509738499880e+01
-5.673276200994741281e-01 1.803978110961957371e-01 2.677109569127139044e-01 -2.029905924135390549e+01
-3.444834447253822818e-01 1.505336539746333080e-01 3.088999202013142376e-01 -2.126936287392978642e+01
-4.825268136379275985e-01 2.097055697510289418e-01 2.977638224498911357e-01 -2.034294407384851411e+01
-5.148460389258792125e-01 2.278303646138220007e-01 3.085285411546044854e-01 -2.099552337140192648e+01
-4.530784194584713820e-01 1.662570893346666800e-01 2.994049596884231779e-01 -2.031354525955571688e+01
-3.818189401509766157e-01 1.594671456096550533e-01 3.031089461678748709e-01 -2.075982230700662612e+01
-4.902392976796366431e-01 1.651758342616827802e-01 3.134899293078232674e-01 -2.058558976691820064e+01
-4.352789552847054488e-01 1.753686965967564126e-01 2.574708905886105015e-01 -2.087289717023197966e+01
-3.839516953831765833e-01 1.373783089402037527e-01 4.011443226287535468e-01 -2.635955892616520657e+01
-4.544446253025002380e-01 1.860752539699128405e-01 3.250619514760620943e-01 -2.098323307904777835e+01
-5.367525573856822829e-01 2.657340428042307412e-01 2.658590959233547713e-01 -2.319746567251094049e+01
-3.048878080589630390e-01 1.830113978538947528e-01 2.995233523833358835e-01 -2.099590800497540855e+01
-3.293048212325211388e-01 2.205353389019695243e-01 3.052121649822677196e-01 -2.145374455940008573e+01
-5.061656751432721535e-01 2.038478344064173220e-01 2.850338486468697030e-01 -2.010462727771819758e+01
-4.595384746742415816e-01 1.857085751099190607e-01 2.776130411297824119e-01 -2.009583257539571122e+01
-6.802991025655613644e-01 1.822510581076174085e-01 3.499054136375216451e-01 -2.238694116050908889e+01
-7.008534545481241995e-01 1.484710525821543170e-01 2.944927868212800504e-01 -2.113833976321576102e+01
-4.176004603579129282e-01 1.975759781953464744e-01 3.398558720558215729e-01 -2.188370512233323950e+01
-5.708185796075552210e-01 2.274108325199963310e-01 3.639790262559119416e-01 -2.360528687699066808e+01
-6.042806106531392052e-01 1.499502424423227176e-01 3.378333777461511311e-01 -2.185402216852893176e+01
-3.482935106005987103e-01 2.345887372032612883e-01 2.966876124042566176e-01 -2.166566513823344309e+01
-8.571846834862686393e-01 1.969259031575605334e-01 2.859926568431216398e-01 -2.208911570650015577e+01
-5.783339021443336669e-01 1.810603559363430926e-01 2.850785463147048615e-01 -2.002733982158760995e+01
-6.832508457233378296e-01 1.975286641273833743e-01 2.406280626604545558e-01 -2.265194676195072176e+01
-3.753918162523746105e-01 2.134321723643353430e-01 2.953575361811699440e-01 -2.080370010942423420e+01
-4.355807126787736849e-01 1.425765231785648401e-01 2.872108141131564096e-01 -2.087719330648083726e+01
-2.604690998997195028e-01 1.562253645935412494e-01 2.538298467187489194e-01 -2.290426205551351302e+01
-8.246273955458133242e-01 1.831752233322699874e-01 2.856192967344191591e-01 -2.169147585827690961e+01
-5.555125966578302599e-01 1.815696225044233225e-01 2.953621134616724597e-01 -2.004038545594996634e+01
-5.696602693952915741e-01 1.571703887424840962e-01 3.380086787259032333e-01 -2.168402504043356416e+01
-3.554010864310053197e-01 1.702473158572727074e-01 2.828608701229725630e-01 -2.063071483700813857e+01
-7.719314049918186704e-01 1.693351078935509402e-01 3.554974107830983221e-01 -2.319501689276793144e+01
-5.186863245119329724e-01 1.848213678300452689e-01 2.663704189546370893e-01 -2.026797266244785689e+01
-6.415732859047444947e-01 2.308209848459829849e-01 3.324341266449938881e-01 -2.206401032682536112e+01
-3.636543128826989490e-01 1.948036977659611813e-01 2.560832398626260997e-01 -2.128085756302928289e+01
-3.938041714006974003e-01 2.072608511425777233e-01 2.971037566306451438e-01 -2.059671052164568295e+01
-9.663027500948954129e-01 1.755245722769020467e-01 3.341787106454954248e-01 -2.395325296148967453e+01
-6.035689075244528023e-01 1.730062717823537266e-01 3.138247484908941454e-01 -2.057059294033624397e+01
-5.904706154253437367e-01 1.896026322900298267e-01 3.353901751208497317e-01 -2.139875711015841375e+01
-4.772473144960497349e-01 9.986484008775532717e-02 2.770377639892398491e-01 -2.341729415303360540e+01
-4.272550359559436073e-01 1.554272590413075805e-01 3.203860552580223842e-01 -2.111227408094916314e+01
-1.540367739876653541e-01 2.589516538395749135e-01 2.701361498526793081e-01 -2.566170485718944505e+01
-2.806355884963094294e-01 2.398500656829132549e-01 2.728645473121391607e-01 -2.269720945209435925e+01
-4.780429869388007624e-01 1.739319531636818739e-01 2.668474684770566485e-01 -2.037491284232986644e+01
-9.738917823954218456e-01 2.004692694589835233e-01 3.247788196542532035e-01 -2.381172467940315229e+01
-4.601498866880027183e-01 1.718568636369326719e-01 2.946533018607743193e-01 -2.016561877002320102e+01
-7.852314709129748493e-01 2.065083679584923670e-01 2.846127168044079170e-01 -2.140346198451986481e+01
-2.752183696625875586e-01 1.787668325438930839e-01 2.544716536641732363e-01 -2.221598607773362488e+01
-4.292791361825132879e-01 1.953839524859676824e-01 2.614537117411417366e-01 -2.065578783967172072e+01
-5.436743234535237335e-01 1.886796903026412009e-01 3.028191785511032408e-01 -2.015783542698970621e+01
-6.366863490069601950e-01 1.036910245391459984e-01 2.723382253780897155e-01 -2.368729214469610866e+01
-4.737957709325537059e-01 1.271548705409119295e-01 3.317544773673448133e-01 -2.217771098038052102e+01
-6.865509210335536405e-01 2.020005988280439424e-01 2.879890257371020557e-01 -2.053787726019628224e+01
-3.143288821172485759e-01 2.037550532699261008e-01 2.639247048978384802e-01 -2.143261350521877162e+01
-4.692862547926541783e-01 1.826330189016224792e-01 2.581797080252544174e-01 -2.066787251352332788e+01
-4.151944929026971098e-01 1.671707284965352203e-01 3.020369873749247924e-01 -2.047226378042181594e+01
-5.898311704604261019e-01 1.574231540722321465e-01 2.396018343847078902e-01 -2.280385102997477986e+01
-6.008550084045974904e-01 2.052117885149822019e-01 2.583148243010054967e-01 -2.088249524515331856e+01
-6.872940537501397440e-01 1.669136960898196242e-01 3.753131505915193733e-01 -2.406298071194882837e+01
-6.706974849049160969e-01 1.686844176602579903e-01 3.016709835635198456e-01 -2.058024862391803467e+01
-4.236306304832386793e-01 1.863604560361388218e-01 3.472182219907752332e-01 -2.219101082597979158e+01
-5.250778755336029668e-01 1.936967422068844591e-01 2.803194022120273354e-01 -2.000578633691097608e+01
-4.180920029510785674e-01 2.053382427309473901e-01 2.772384776444363208e-01 -2.041260477816758723e+01
-5.560197298869993254e-01 1.872075634213518358e-01 2.669875172588915824e-01 -2.027269919646195717e+01
-2.572746803271647176e-01 2.128365168964015675e-01 2.524896240601508524e-01 -2.287102654077720487e+01
-5.108941547700052155e-01 1.865779439260312200e-01 3.241208525859663458e-01 -2.084727748006316261e+01
-4.438135078353942498e-01 1.294334990347822401e-01 3.125876244351517008e-01 -2.156002741258748401e+01
-1.521237862525639528e-01 2.276429824302734495e-01 2.981051897602384759e-01 -2.346705011303300381e+01
-4.351226651217027230e-01 2.259017119149760722e-01 3.268913624903809767e-01 -2.174816938542795342e+01
-3.569661386872037823e-01 1.005015809360246953e-01 3.310377995762878722e-01 -2.367568480585964608e+01
-4.211595072659239380e-01 2.188422776221284893e-01 3.094037931429498567e-01 -2.099175208142416338e+01
-8.001118196159134888e-01 2.248489905733311867e-01 2.892602019511180123e-01 -2.191720569103528149e+01
-4.319412706131925406e-01 2.046161381535127610e-01 2.581307918424294856e-01 -2.090763991593788163e+01
-7.258088664103146126e-01 1.963050288881468541e-01 2.893166633547505917e-01 -2.074322683716590632e+01
-2.234042407696232857e-01 2.216475568545474006e-01 3.158634167357117217e-01 -2.268414946149897560e+01
-3.621948960646119708e-01 1.541186165743034520e-01 2.867334641801035922e-01 -2.087060240575327796e+01
-4.401903495087172158e-01 1.656088068902660804e-01 2.674884803090736285e-01 -2.058892826197079984e+01
-5.187222060238327881e-01 2.691901536073060819e-01 2.812683919753082851e-01 -2.295220288322612490e+01
-1.837139744093201355e-01 1.328039168373650603e-01 3.200025634668569041e-01 -2.339554591530120220e+01
-3.706459456391089091e-01 1.766777700588526012e-01 3.004938548412009469e-01 -2.057561544989863478e+01
-7.512969089995614747e-01 1.932785608482150419e-01 2.895567670513317649e-01 -2.092618273658602490e+01
-5.346624922073079933e-01 1.897386698465481913e-01 2.967970639588925486e-01 -2.005007723937989184e+01
-7.363839307053878791e-01 1.283198787829313292e-01 2.828926523058699072e-01 -2.238379505715838746e+01
-7.872598488773722147e-01 2.078117963256153611e-01 3.239278018353265454e-01 -2.194553916943315741e+01
-4.984863488060303771e-01 1.868038766419493069e-01 2.673238736029827090e-01 -2.024343064895034061e+01
-3.585502637259034286e-01 2.152866638278138622e-01 2.987556805823419759e-01 -2.099723481914149303e+01
-4.818026607075153178e-01 1.509366440450035651e-01 3.162258561630327258e-01 -2.093233012496359180e+01
-5.204383047883347491e-01 2.285891006033455297e-01 3.027148244652025921e-01 -2.088330338200547587e+01
-7.974058370814978147e-01 2.191694359138128545e-01 3.147790441695887398e-01 -2.197129946669692302e+01
-4.691731456478616114e-01 1.629207741481942806e-01 2.516062763134803149e-01 -2.139361855884435570e+01
-2.016689733358918435e-01 1.958772220609662773e-01 3.254266960405500231e-01 -2.271335872735579287e+01
-4.154421177550211008e-01 2.083758503363566106e-01 2.861940323052195034e-01 -2.042870851011802458e+01
-4.555047484638682365e-01 2.024574030955001158e-01 2.882041839421457530e-01 -2.018612023427563784e+01
-4.772863555659496715e-01 1.783291549702292478e-01 2.890518430455633059e-01 -2.003545141295747101e+01
-7.819294729159214086e-01 1.537756142499784873e-01 2.853637835951480795e-01 -2.173406506114175940e+01
-6.592368545452649276e-01 1.941773744319745254e-01 3.393821971406237870e-01 -2.178527338725734097e+01
-6.294319698116117578e-01 2.145526252004621992e-01 2.682580329470089509e-01 -2.078018019079252809e+01
-3.811862905315714367e-01 1.732593849681093312e-01 2.650233257851098978e-01 -2.082306051888271270e+01
-6.575788562196533960e-01 1.276470849265513574e-01 2.676689506883955239e-01 -2.242894424632228478e+01
-3.628560784329016853e-01 1.752019074741450466e-01 3.297729410341099232e-01 -2.155482322400385087e+01
-6.552431886737386524e-01 1.777887630509222272e-01 2.711048525567565370e-01 -2.056634453705930810e+01
-3.582812218922686309e-01 1.609040701938245777e-01 3.117234735465153617e-01 -2.105805598273595081e+01
-9.403243727504744243e-01 1.866352155625776998e-01 3.033186241833525920e-01 -2.304219750491950336e+01
-4.733881973901682416e-01 1.764001702098548230e-01 2.528696591994331611e-01 -2.102052586392038336e+01
-3.274967547063892259e-01 1.278809999015151078e-01 2.768469374024046248e-01 -2.228505198870371018e+01
-5.671423285985198737e-01 1.857187832070116562e-01 3.201193099752395743e-01 -2.068759572069571107e+01
-5.149124524267507663e-01 1.892328411878043959e-01 2.949744622583407305e-01 -2.002764330489276645e+01
-6.656544286497898533e-01 1.798864774424850377e-01 2.718013415567137603e-01 -2.058902576765241577e+01
-5.305534804029966578e-01 1.670521689263655130e-01 2.988490711540200406e-01 -2.019668868189295807e+01
-6.317964521179068038e-01 1.638476648774734312e-01 3.328597271074540953e-01 -2.146531473396308698e+01
-4.470588196716956397e-01 1.918940191029351316e-01 3.159588030192754804e-01 -2.067586082962257876e+01
-6.684295553228907227e-01 2.188947542585663875e-01 2.879334130767896571e-01 -2.076200864945230151e+01
-6.412062058091935191e-01 2.236799435190994501e-01 2.798128950999218545e-01 -2.083009959152305512e+01
-4.660810264145544002e-01 1.987915810181218046e-01 2.681391461015322775e-01 -2.033528821327405822e+01
-4.523168803287703765e-01 1.842304938744747378e-01 2.964393657489588496e-01 -2.014509336639636317e+01
-2.218354819427405533e-01 2.056099905033563213e-01 3.103394075501848537e-01 -2.218975697444811601e+01
-4.779485262135718671e-01 1.896317374478804219e-01 2.866534321502399729e-01 -2.001375871171660847e+01
-4.161458548898008813e-01 2.079320754591819087e-01 2.644931339424744232e-01 -2.077255439562432215e+01
-5.967619774674901567e-01 2.115958617514078488e-01 3.357233720571831670e-01 -2.166826248476376904e+01
-5.748395456322453745e-01 1.321378475449885292e-01 2.818105696243932701e-01 -2.131790971542452695e+01
-1.889000609118359209e-01 1.504027805305374332e-01 2.885602722988952484e-01 -2.259297285633377328e+01
-7.004481788305807477e-01 2.130143341215610109e-01 2.438492033013647531e-01 -2.272515676335485324e+01
-4.611910464608227067e-01 1.583497990887820506e-01 3.104879175203192898e-01 -2.065613363492255061e+01
-4.082461695903103482e-01 1.813420612504552110e-01 2.814757359760666766e-01 -2.025369906102029560e+01
-6.069814446622141535e-01 2.571698369322024114e-01 3.241796881910353756e-01 -2.269550791915884247e+01
-5.737472262976279769e-01 1.611365807613776568e-01 2.871630955815641650e-01 -2.026976787286258386e+01
-1.161921236984380656e-01 2.059394077894728392e-01 2.754562576028038445e-01 -2.371197435065567305e+01
-6.459062506052153374e-01 2.551649265707783831e-01 2.840617571291769727e-01 -2.220360345440453642e+01
-4.161025404852979337e-01 1.674083653188939702e-01 2.976835176486171686e-01 -2.039581096815160421e+01
-5.660987727869697395e-01 2.257581398720143462e-01 3.353550428466990918e-01 -2.193812134289382598e+01
-8.059830070356501786e-01 1.969945428254199493e-01 2.934914304757505477e-01 -2.144437600376448216e+01
-4.017979670074935949e-01 1.926363747327077824e-01 2.708385860376391063e-01 -2.045911222728131662e+01
-3.240627478174312737e-01 1.536927868625181381e-01 2.890711519013751118e-01 -2.113320433827493616e+01
-8.578123913550176338e-01 2.178277384694058405e-01 3.507684586606117372e-01 -2.380880753411542727e+01
-7.040286144111689293e-01 2.277868626471486468e-01 2.518219084694516274e-01 -2.255044380239689161e+01
-2.243891706942119646e-01 2.229771711345329144e-01 2.788888398916216094e-01 -2.249091143365339462e+01
-5.087762058181298785e-01 1.323278820223399710e-01 2.959851938059712140e-01 -2.112915656488796756e+01
-4.980510835079533516e-01 2.437650463678228685e-01 2.700263036774918080e-01 -2.166131349024986363e+01
-5.030179065881442702e-01 2.140626081049347151e-01 3.245481344823810121e-01 -2.119543872306093135e+01
-5.933559192406847593e-01 1.618265147967110074e-01 2.736063772766594848e-01 -2.049176893754171758e+01
-2.339468091383867521e-01 1.491665014403219525e-01 3.522007791521042375e-01 -2.379313583012379496e+01
-4.413494562249571929e-01 2.409434613985212970e-01 3.219418459341518157e-01 -2.204553466525710093e+01
-3.540720404776397379e-01 2.491591123545357500e-01 3.221075389107923015e-01 -2.281763744542226746e+01
-8.847709538426367093e-01 2.378339405813736929e-01 3.166858782489124780e-01 -2.338196791086439319e+01
-5.729238340887464753e-01 1.927271254848555715e-01 2.542103705281616999e-01 -2.089846204751873060e+01
-6.543933507150182516e-01 2.146174619591005306e-01 3.273431463326829660e-01 -2.147850621845951480e+01
-4.455664381824899767e-01 2.099122894106454362e-01 2.423152387483705761e-01 -2.202663446323769136e+01
-4.525107188406120029e-01 1.433801229198414517e-01 2.916299106531823337e-01 -2.078782678778079784e+01
-6.590458195411770248e-01 2.114104004918516688e-01 2.575177320539076553e-01 -2.133900886450593859e+01
-1.232459341187138735e-01 1.030585227153008043e-01 3.330483758369051084e-01 -2.557441051651867170e+01
